Enabled	Feature	ID 	x         	y          	z          	i	j	k	Dev From Fit	Device Position  	Probe	Device Name
Checked	M2_5   	1  	1,857.2418	-5,414.8970	2,234.3495 	 	 	 	39.6276     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	2  	1,857.0871	-5,414.8660	2,234.1889 	 	 	 	39.6139     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	3  	1,857.0540	-5,414.8696	2,234.2163 	 	 	 	39.6208     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	4  	2,282.6914	-5,389.1816	2,227.1134 	 	 	 	40.1623     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	5  	2,282.8867	-5,389.1561	2,227.0975 	 	 	 	40.1714     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	6  	2,284.0386	-5,389.0799	2,227.0759 	 	 	 	40.1785     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	7  	2,067.0371	-5,356.2925	2,063.8477 	 	 	 	30.3411     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	8  	2,067.0544	-5,356.2506	2,063.7076 	 	 	 	30.3354     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	9  	2,067.1800	-5,356.2161	2,063.6055 	 	 	 	30.3292     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	10 	2,280.9345	-5,297.6803	1,901.2430 	 	 	 	23.3632     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	11 	2,281.2830	-5,297.7065	1,901.4159 	 	 	 	23.3756     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	12 	2,281.2128	-5,297.7363	1,901.3615 	 	 	 	23.3337     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	13 	1,895.2694	-5,317.6290	1,894.8826 	 	 	 	21.9574     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	14 	1,894.9035	-5,317.6644	1,894.9949 	 	 	 	21.9781     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	15 	1,894.6059	-5,317.6753	1,895.0541 	 	 	 	22.0016     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	16 	1,867.8965	-5,229.6047	1,585.5703 	 	 	 	8.4218      	Device Position 1	38.1 	V20003907682
Checked	M2_5   	17 	1,867.9235	-5,229.5912	1,585.6226 	 	 	 	8.4499      	Device Position 1	38.1 	V20003907682
Checked	M2_5   	18 	1,868.0083	-5,229.5611	1,585.3923 	 	 	 	8.4009      	Device Position 1	38.1 	V20003907682
Checked	M2_5   	19 	2,253.2687	-5,214.3937	1,606.7458 	 	 	 	10.0632     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	20 	2,253.1868	-5,214.3452	1,606.5823 	 	 	 	10.0612     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	21 	2,253.1707	-5,214.3295	1,606.5282 	 	 	 	10.0598     	Device Position 1	38.1 	V20003907682
Checked	M2_5   	22 	2,068.8042	-5,157.1881	1,376.9226 	 	 	 	0.5441      	Device Position 1	38.1 	V20003907682
Checked	M2_5   	23 	2,068.8188	-5,157.2000	1,376.9621 	 	 	 	0.5446      	Device Position 1	38.1 	V20003907682
Checked	M2_5   	24 	2,068.8412	-5,157.1774	1,376.8748 	 	 	 	0.5371      	Device Position 1	38.1 	V20003907682
