-378.54	-276.72	-3706.77
-311.19	-279.79	-3673.34
-229.97	-282.57	-3632.91
-158.21	-279.75	-3597.14
-91.45	-276.65	-3563.78
-0.96	-268.88	-3518.44
101.01	-267.83	-3467.11
161.03	-272.19	-3436.80
201.78	-271.01	-3416.21
204.17	-182.69	-3415.36
127.89	-188.72	-3453.88
34.74	-192.85	-3500.79
-24.57	-191.07	-3530.60
-95.87	-199.09	-3566.32
-149.63	-195.92	-3593.21
-192.58	-197.14	-3614.64
-243.15	-190.69	-3639.88
-396.71	-193.01	-3716.14
-403.88	-98.39	-3719.92
-353.17	-92.49	-3694.81
-314.48	-93.52	-3675.60
-260.56	-91.76	-3648.79
-210.85	-90.75	-3624.04
-142.58	-88.66	-3589.95
-77.27	-81.01	-3557.30
-13.95	-72.96	-3525.52
67.62	-73.10	-3484.53
164.93	-71.61	-3435.46
182.96	-89.09	-3426.33
99.36	-94.23	-3468.51
35.74	-98.11	-3500.54
-20.81	-93.14	-3528.96
-114.20	-96.90	-3575.76
-198.19	-97.55	-3617.72
-268.03	-98.54	-3652.50
-331.60	-99.41	-3684.11
-365.50	-97.73	-3700.93
-406.88	-97.38	-3721.42
-406.82	-43.74	-3721.46
-360.32	-42.81	-3698.43
-317.43	-38.34	-3677.13
-276.92	-37.04	-3657.01
-229.53	-31.50	-3633.41
-98.92	-13.63	-3568.19
-9.17	-3.39	-3523.17
65.91	2.27	-3485.43
161.94	6.32	-3437.01
208.17	76.24	-3413.60
139.39	83.04	-3448.33
74.91	85.78	-3480.83
3.65	88.40	-3516.66
-96.74	87.69	-3567.02
-169.71	84.29	-3603.51
-240.28	87.94	-3638.69
-290.22	85.80	-3663.55
-337.97	86.80	-3687.29
-393.59	91.17	-3714.85
-406.85	157.65	-3721.28
-349.17	175.67	-3692.62
-257.49	183.93	-3647.03
-224.30	187.19	-3630.50
-178.13	188.35	-3607.47
-136.74	188.41	-3586.79
-82.69	187.15	-3559.76
-26.80	185.96	-3531.75
33.05	182.92	-3501.69
32.21	182.86	-3502.10
134.16	185.69	-3450.75
202.30	190.07	-3416.30
205.33	253.62	-3414.49
133.54	244.43	-3450.80
47.29	242.59	-3494.28
4.33	241.89	-3515.88
-40.36	240.37	-3538.34
-80.63	238.94	-3558.53
-131.76	240.24	-3584.13
-177.81	239.93	-3607.12
-229.17	239.40	-3632.74
-277.61	235.67	-3656.85
-321.96	230.84	-3678.92
-385.42	230.50	-3710.41
-393.94	307.45	-3714.25
-339.67	310.94	-3687.34
-280.20	311.17	-3657.77
-225.90	311.73	-3630.74
-174.45	311.49	-3605.10
-127.77	311.71	-3581.77
-71.28	312.71	-3553.50
-3.72	312.41	-3519.62
60.55	311.26	-3487.28
117.55	312.36	-3458.55
162.23	310.41	-3436.02
204.59	308.10	-3414.61
148.26	-259.92	-3443.31
-37.94	-273.19	-3536.96
-277.24	-275.60	-3656.48
-57.50	-42.57	-3547.41
-92.99	-5.61	-3565.20
-68.64	37.41	-3552.98
-20.88	11.24	-3529.05
-36.50	-41.73	-3536.87
