Enabled	Feature	ID 	x          	y          	z          	i	j	k	Dev From Fit	Device Position  	Probe	Device Name
Checked	M2_2   	1  	-1,252.1585	-5,627.4096	2,935.1702 	 	 	 	66.3352     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	2  	-1,251.7331	-5,627.4301	2,935.2024 	 	 	 	66.3383     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	3  	-1,251.0124	-5,627.4131	2,935.0451 	 	 	 	66.3255     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	4  	-1,256.9771	-5,525.4786	2,549.1422 	 	 	 	40.2389     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	5  	-1,257.1231	-5,525.4053	2,548.9240 	 	 	 	40.2348     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	6  	-1,257.6553	-5,525.3149	2,548.6712 	 	 	 	40.2248     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	7  	-1,445.5921	-5,559.7762	2,703.3718 	 	 	 	51.2070     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	8  	-1,447.9245	-5,559.7207	2,703.4848 	 	 	 	51.2276     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	9  	-1,447.9435	-5,559.7042	2,703.4048 	 	 	 	51.2172     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	10 	-1,634.7117	-5,613.6106	2,938.9738 	 	 	 	69.4796     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	11 	-1,635.1978	-5,613.4842	2,938.5992 	 	 	 	69.4663     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	12 	-1,635.2442	-5,613.4131	2,938.3957 	 	 	 	69.4677     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	13 	-1,632.7454	-5,517.2595	2,572.2257 	 	 	 	44.4138     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	14 	-1,632.7640	-5,517.2231	2,572.1447 	 	 	 	44.4221     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	15 	-1,632.7561	-5,517.2668	2,572.2753 	 	 	 	44.4223     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	16 	-1,247.0077	-5,449.8531	2,269.8653 	 	 	 	23.5351     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	17 	-1,246.2321	-5,450.0589	2,270.4548 	 	 	 	23.5498     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	18 	-1,246.1687	-5,450.1029	2,270.6624 	 	 	 	23.5758     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	19 	-1,604.7513	-5,440.6604	2,285.9367 	 	 	 	26.9314     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	20 	-1,605.1243	-5,440.4518	2,285.2158 	 	 	 	26.8893     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	21 	-1,605.1811	-5,440.4086	2,285.0694 	 	 	 	26.8821     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	22 	-1,415.1062	-5,383.8112	2,053.8760 	 	 	 	12.6558     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	23 	-1,414.7890	-5,383.8480	2,053.9372 	 	 	 	12.6497     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	24 	-1,413.1799	-5,383.8652	2,053.8138 	 	 	 	12.6410     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	25 	-1,228.9212	-5,343.9630	1,890.2428 	 	 	 	3.8921      	Device Position 1	38.1 	V20003907682
Checked	M2_2   	26 	-1,228.7689	-5,344.0334	1,890.4319 	 	 	 	3.8900      	Device Position 1	38.1 	V20003907682
Checked	M2_2   	27 	-1,228.7340	-5,344.0252	1,890.3929 	 	 	 	3.8864      	Device Position 1	38.1 	V20003907682
Checked	M2_2   	28 	-1,615.4390	-5,332.8577	1,902.3251 	 	 	 	6.9966      	Device Position 1	38.1 	V20003907682
Checked	M2_2   	29 	-1,615.5987	-5,332.7680	1,901.9782 	 	 	 	6.9669      	Device Position 1	38.1 	V20003907682
Checked	M2_2   	30 	-1,615.7661	-5,332.6977	1,901.7531 	 	 	 	6.9571      	Device Position 1	38.1 	V20003907682
Checked	M2_2   	31 	-1,242.5600	-5,260.8452	1,604.0984 	 	 	 	-8.5784     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	32 	-1,244.5913	-5,261.1457	1,605.3461 	 	 	 	-8.5262     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	33 	-1,245.0193	-5,261.2017	1,605.6022 	 	 	 	-8.5105     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	34 	-1,626.7657	-5,244.3342	1,597.6857 	 	 	 	-6.1555     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	35 	-1,626.9600	-5,244.2378	1,597.4704 	 	 	 	-6.1381     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	36 	-1,627.1019	-5,244.2005	1,597.3299 	 	 	 	-6.1514     	Device Position 1	38.1 	V20003907682
Checked	M2_2   	37 	-1,414.9313	-5,183.2268	1,362.0652 	 	 	 	-16.8790    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	38 	-1,414.7392	-5,183.2640	1,362.2529 	 	 	 	-16.8490    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	39 	-1,414.5814	-5,183.2447	1,362.1350 	 	 	 	-16.8636    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	40 	-1,229.5491	-5,144.8283	1,212.4867 	 	 	 	-22.5776    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	41 	-1,223.6498	-5,145.0170	1,212.5229 	 	 	 	-22.5731    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	42 	-1,221.7066	-5,144.9103	1,211.9228 	 	 	 	-22.6059    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	43 	-1,606.0211	-5,131.0300	1,214.1154 	 	 	 	-19.9472    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	44 	-1,606.1304	-5,131.0078	1,214.0503 	 	 	 	-19.9500    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	45 	-1,606.1461	-5,131.0258	1,214.0794 	 	 	 	-19.9584    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	46 	-1,209.2568	-5,050.5468	902.7241   	 	 	 	-30.9779    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	47 	-1,206.7458	-5,050.4471	902.1085   	 	 	 	-31.0057    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	48 	-1,206.0262	-5,050.4434	902.0475   	 	 	 	-31.0007    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	49 	-1,605.7674	-5,040.3675	918.0365   	 	 	 	-28.0166    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	50 	-1,606.2932	-5,040.3727	918.1093   	 	 	 	-28.0137    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	51 	-1,606.3099	-5,040.3549	918.0842   	 	 	 	-28.0053    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	52 	-1,409.2058	-4,973.3098	678.4209   	 	 	 	-34.8137    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	53 	-1,408.8693	-4,973.3349	678.4755   	 	 	 	-34.8104    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	54 	-1,408.3616	-4,973.3823	678.5508   	 	 	 	-34.8166    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	55 	-1,213.9533	-4,932.4108	528.0318   	 	 	 	-38.1122    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	56 	-1,212.8141	-4,932.4583	528.0763   	 	 	 	-38.1099    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	57 	-1,212.7682	-4,932.4498	528.0425   	 	 	 	-38.1112    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	58 	-1,615.5661	-4,918.8892	533.7966   	 	 	 	-35.1631    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	59 	-1,615.8283	-4,918.7809	533.5491   	 	 	 	-35.1467    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	60 	-1,615.8068	-4,918.7605	533.5083   	 	 	 	-35.1397    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	61 	-1,222.6207	-4,837.3500	235.4703   	 	 	 	-41.1558    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	62 	-1,222.8427	-4,837.2812	235.2948   	 	 	 	-41.1528    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	63 	-1,222.8723	-4,837.3062	235.3679   	 	 	 	-41.1542    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	64 	-1,611.8623	-4,824.2075	241.0664   	 	 	 	-38.2593    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	65 	-1,611.7889	-4,824.2667	241.2272   	 	 	 	-38.2622    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	66 	-1,611.7556	-4,824.2753	241.2783   	 	 	 	-38.2532    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	67 	-1,400.5032	-4,754.3861	4.0363     	 	 	 	-41.1851    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	68 	-1,399.4310	-4,754.3528	3.8109     	 	 	 	-41.1938    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	69 	-1,398.4158	-4,754.3460	3.6803     	 	 	 	-41.1992    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	70 	-1,230.0222	-4,710.9393	-143.5331  	 	 	 	-41.8950    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	71 	-1,230.2261	-4,711.3430	-142.3312  	 	 	 	-41.9019    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	72 	-1,229.3873	-4,711.1764	-142.9168  	 	 	 	-41.9055    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	73 	-1,610.8324	-4,698.1257	-137.5626  	 	 	 	-38.9457    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	74 	-1,610.8936	-4,698.0829	-137.6807  	 	 	 	-38.9445    	Device Position 1	38.1 	V20003907682
Checked	M2_2   	75 	-1,610.8870	-4,698.0693	-137.7062  	 	 	 	-38.9394    	Device Position 1	38.1 	V20003907682
