01-011121 V1 -2920.42798 1793.69318 -4959.00984
01-011121 V2 -2925.8778 2233.50269 -4947.06837
01-011121 V3 -2465.40503 1793.7044 -4751.74223
01-011121 V4 -2470.97692 2233.50669 -4739.53595
01-011121 V5 -2695.39928 2013.62203 -4849.93818
01-011131 V1 -2913.75503 1122.44153 -4972.18428
01-011131 V2 -2917.45667 1562.35672 -4964.05438
01-011131 V3 -2458.60612 1122.44622 -4765.19347
01-011131 V4 -2462.38446 1562.35882 -4756.89705
01-011131 V5 -2687.76365 1342.41534 -4865.21364
01-011141 V1 -2910.068 451.20825 -4979.37213
01-011141 V2 -2911.93901 891.1912 -4975.2568
01-011141 V3 -2454.85428 451.20928 -4772.52439
01-011141 V4 -2456.76224 891.19204 -4768.3288
01-011141 V5 -2683.11048 671.20776 -4874.52101
01-011151 V1 -2909.45609 -220.00311 -4980.40339
01-011151 V2 -2909.45609 220.00311 -4980.40339
01-011151 V3 -2454.23352 -220.00324 -4773.57609
01-011151 V4 -2454.23352 220.00324 -4773.57609
01-011151 V5 -2681.54654 0 -4877.64654
01-011211 V1 -2246.6114 2464.97234 -4627.06345
01-011211 V2 -2254.05072 2904.62631 -4611.13964
01-011211 V3 -1793.46548 2464.98598 -4415.72262
01-011211 V4 -1801.01797 2904.63062 -4399.55934
01-011211 V5 -2023.50456 2684.83109 -4513.97597
01-011221 V1 -2236.83376 1793.70153 -4646.50298
01-011221 V2 -2242.55257 2233.49922 -4634.23628
01-011221 V3 -1783.56535 1793.70847 -4435.42462
01-011221 V4 -1789.3601 2233.50169 -4422.99716
01-011221 V5 -2012.77783 2013.62507 -4535.43507
01-011231 V1 -2229.98676 1122.44555 -4660.06406
01-011231 V2 -2233.86488 1562.35602 -4651.73393
01-011231 V3 -1776.64229 1122.44835 -4449.14902
01-011231 V4 -1780.56679 1562.35726 -4440.72071
01-011231 V5 -2004.95225 1342.41759 -4551.08985
01-011241 V1 -2226.21923 451.20948 -4667.4553
01-011241 V2 -2228.17773 891.1917 -4663.24488
01-011241 V3 -1772.8365 451.21007 -4456.62275
01-011241 V4 -1774.81692 891.19219 -4452.36593
01-011241 V5 -2000.19205 671.20904 -4560.61177
01-011251 V1 -2225.61117 -220.0034 -4668.52234
01-011251 V2 -2225.61117 220.0034 -4668.52234
01-011251 V3 -1772.22334 -220.00349 -4457.70136
01-011251 V4 -1772.22334 220.00349 -4457.70136
01-011251 V5 -1998.59415 0 -4563.80691
01-011311 V1 -1566.02672 2464.98134 -4308.44707
01-011311 V2 -1573.75829 2904.62093 -4292.25827
01-011311 V3 -1114.76276 2464.98855 -4093.1169
01-011311 V4 -1122.55497 2904.62322 -4076.80303
01-011311 V5 -1343.97346 2684.83254 -4193.28994
01-011321 V1 -1556.08699 1793.70646 -4328.24734
01-011321 V2 -1562.01908 2233.49692 -4315.81302
01-011321 V3 -1104.76211 1793.70979 -4113.04445
01-011321 V4 -1110.73162 2233.49809 -4100.53301
01-011321 V5 -1333.08123 2013.62628 -4215.07807
01-011331 V1 -1549.14821 1122.44783 -4342.03497
01-011331 V2 -1553.16584 1562.3555 -4333.60799
01-011331 V3 -1097.78852 1122.44904 -4126.90482
01-011331 V4 -1101.82726 1562.35602 -4118.43439
01-011331 V5 -1325.1522 1342.41856 -4230.9386
01-011341 V1 -1545.34499 451.21016 -4349.54477
01-011341 V2 -1547.37253 891.19195 -4345.29043
01-011341 V3 -1093.96893 451.21038 -4134.44892
01-011341 V4 -1096.00586 891.19213 -4130.17525
01-011341 V5 -1320.33597 671.20964 -4240.57235
01-011351 V1 -1544.74918 -220.00357 -4350.63632
01-011351 V2 -1544.74918 220.00357 -4350.63632
01-011351 V3 -1093.37104 -220.0036 -4135.54504
01-011351 V4 -1093.37104 220.0036 -4135.54504
01-011351 V5 -1318.72074 0 -4243.80294
01-011411 V1 -888.41147 2464.98563 -3983.8343
01-011411 V2 -896.36769 2904.61791 -3967.5521
01-011411 V3 -439.15137 2464.98758 -3764.3546
01-011411 V4 -447.12464 2904.61855 -3748.0384
01-011411 V5 -667.44849 2684.83221 -3866.59035
01-011421 V1 -878.40663 1793.70853 -4003.80336
01-011421 V2 -884.50164 2233.49566 -3991.3265
01-011421 V3 -429.13616 1793.70894 -3784.34431
01-011421 V4 -435.23679 2233.4958 -3771.85646
01-011421 V5 -656.49008 2013.62609 -3888.50872
01-011431 V1 -871.4411 1122.44868 -4017.68916
01-011431 V2 -875.56478 1562.35516 -4009.247
01-011431 V3 -422.16957 1122.44862 -3798.23184
01-011431 V4 -426.29357 1562.35511 -3789.78927
01-011431 V5 -648.52663 1342.41852 -3904.43665
01-011441 V1 -867.63708 451.21041 -4025.24957
01-011441 V2 -869.71692 891.19202 -4020.99161
01-011441 V3 -418.36699 451.21034 -3805.78893
01-011441 V4 -420.44598 891.19197 -3801.53285
01-011441 V5 -643.69497 671.20973 -3914.10063
01-011451 V1 -867.0592 -220.00362 -4026.35635
01-011451 V2 -867.0592 220.00362 -4026.35635
01-011451 V3 -417.7895 -220.00362 -3806.89488
01-011451 V4 -417.7895 220.00362 -3806.89488
01-011451 V5 -642.07555 0 -3917.33964
01-011511 V1 -213.88135 2464.98783 -3652.99878
01-011511 V2 -222.00148 2904.61893 -3636.75778
01-011511 V3 233.31485 2464.98558 -3429.34377
01-011511 V4 225.21323 2904.61825 -3413.14061
01-011511 V5 5.98389 2684.83253 -3533.70518
01-011521 V1 -203.88763 1793.70966 -3672.98433
01-011521 V2 -210.10033 2233.49699 -3660.56222
01-011521 V3 243.27782 1793.70778 -3449.26704
01-011521 V4 237.0851 2233.49631 -3436.88565
01-011521 V5 16.92989 2013.62649 -3555.59662
01-011531 V1 -196.94585 1122.44906 -3686.86692
01-011531 V2 -201.14552 1562.35596 -3678.47265
01-011531 V3 250.19328 1122.44801 -3463.09662
01-011531 V4 246.00985 1562.35547 -3454.7354
01-011531 V5 24.87351 1342.41866 -3571.48333
01-011541 V1 -193.16744 451.2104 -3694.42425
01-011541 V2 -195.28458 891.19218 -3690.19369
01-011541 V3 253.95567 451.21011 -3470.62188
01-011541 V4 251.84753 891.19194 -3466.40962
01-011541 V5 29.68891 671.20963 -3581.11376
01-011551 V1 -192.61105 -220.00359 -3695.53874
01-011551 V2 -192.61105 220.00359 -3695.53874
01-011551 V3 254.50952 -220.00356 -3471.7315
01-011551 V4 254.50952 220.00356 -3471.7315
01-011551 V5 31.30216 0 -3584.34014
01-011611 V1 457.54027 2464.9879 -3315.90147
01-011611 V2 449.3102 2904.62262 -3299.80592
01-011611 V3 902.6582 2464.98237 -3088.13796
01-011611 V4 894.47565 2904.62093 -3072.13666
01-011611 V5 676.32141 2684.83293 -3194.63115
01-011621 V1 467.46369 1793.70902 -3335.78396
01-011621 V2 461.17315 2233.49906 -3323.49116
01-011621 V3 912.51718 1793.70538 -3107.89412
01-011621 V4 906.26743 2233.49777 -3095.68213
01-011621 V5 687.19315 2013.62616 -3216.37236
01-011631 V1 474.34286 1122.44844 -3349.58436
01-011631 V2 470.09351 1562.35672 -3341.28595
01-011631 V3 919.34783 1122.44665 -3121.59966
01-011631 V4 915.12814 1562.35591 -3113.35997
01-011631 V5 695.07449 1342.41809 -3232.13349
01-011641 V1 478.07546 451.21012 -3357.09706
01-011641 V2 475.93413 891.19219 -3352.91735
01-011641 V3 923.05272 451.20966 -3129.05845
01-011641 V4 920.92696 891.19182 -3124.90955
01-011641 V5 699.84877 671.20921 -3241.68128
01-011651 V1 478.60799 -220.00351 -3358.21333
01-011651 V2 478.60799 220.00351 -3358.21333
01-011651 V3 923.581 -220.00346 -3130.16682
01-011651 V4 923.581 220.00346 -3130.16682
01-011651 V5 701.44758 0 -3244.87895
01-011711 V1 1125.89518 2464.98512 -2972.63182
01-011711 V2 1117.60299 2904.62702 -2956.76208
01-011711 V3 1568.95335 2464.97704 -2740.88713
01-011711 V4 1560.73298 2904.62455 -2725.15643
01-011711 V5 1343.62068 2684.83205 -2849.47965
01-011721 V1 1135.70221 1793.70677 -2992.31754
01-011721 V2 1129.36894 2233.50137 -2980.21069
01-011721 V3 1578.66813 1793.70179 -2760.39639
01-011721 V4 1572.39287 2233.49962 -2748.40171
01-011721 V5 1354.36921 2013.62499 -2870.97346
01-011731 V1 1142.48913 1122.44707 -3005.97435
01-011731 V2 1138.21316 1562.35748 -2997.80783
01-011731 V3 1585.38839 1122.44473 -2773.926
01-011731 V4 1581.15307 1562.35644 -2765.83803
01-011731 V5 1362.15511 1342.41703 -2886.54329
01-011741 V1 1146.161 451.20963 -3013.41016
01-011741 V2 1144.00691 891.19211 -3009.29878
01-011741 V3 1589.02308 451.20905 -2781.29116
01-011741 V4 1586.88991 891.19165 -2777.22019
01-011741 V5 1366.86908 671.20858 -2895.97051
01-011751 V1 1146.66853 -220.00338 -3014.5234
01-011751 V2 1146.66853 220.00338 -3014.5234
01-011751 V3 1589.52499 -220.00332 -2782.39419
01-011751 V4 1589.52499 220.00332 -2782.39419
01-011751 V5 1368.44712 0 -2899.1271
01-011811 V1 1791.26588 2464.98017 -2623.36536
01-011811 V2 1782.95468 2904.63204 -2607.78414
01-011811 V3 2232.30707 2464.97005 -2387.80513
01-011811 V4 2224.08888 2904.62895 -2372.40004
01-011811 V5 2007.97504 2684.83026 -2498.43927
01-011821 V1 1800.92034 1793.70332 -2642.77935
01-011821 V2 1794.57566 2233.50393 -2630.90193
01-011821 V3 2241.84531 1793.69729 -2407.00163
01-011821 V4 2235.57347 2233.50183 -2395.26199
01-011821 V5 2018.56069 2013.62324 -2519.60685
01-011831 V1 1807.5922 1122.44517 -2656.24394
01-011831 V2 1803.31003 1562.35828 -2648.23659
01-011831 V3 2248.43506 1122.44244 -2420.31289
01-011831 V4 2244.2029 1562.35706 -2412.4001
01-011831 V5 2026.22464 1342.41565 -2534.93275
01-011841 V1 1811.19229 451.209 -2663.57738
01-011841 V2 1809.03551 891.19198 -2659.54746
01-011841 V3 2251.98991 451.20833 -2427.5623
01-011841 V4 2249.85859 891.19146 -2423.58047
01-011841 V5 2030.86311 671.2078 -2544.20928
01-011851 V1 1811.67451 -220.00324 -2664.68358
01-011851 V2 1811.67451 220.00324 -2664.68358
01-011851 V3 2252.46537 -220.00315 -2428.65645
01-011851 V4 2252.46537 220.00315 -2428.65645
01-011851 V5 2032.4154 0 -2547.31505
01-011921 V1 2463.23544 1793.69899 -2287.41242
01-011921 V2 2456.90827 2233.50675 -2275.79938
01-011921 V3 2902.18308 1793.69208 -2047.97437
01-011921 V4 2895.94256 2233.50435 -2036.52183
01-011921 V5 2679.89288 2013.62107 -2162.52357
01-011931 V1 2469.77384 1122.44288 -2300.64416
01-011931 V2 2465.50412 1562.35914 -2292.81762
01-011931 V3 2908.62501 1122.43976 -2061.02965
01-011931 V4 2904.41401 1562.35777 -2053.31176
01-011931 V5 2687.41224 1342.41404 -2177.56048
01-011941 V1 2473.29347 451.20826 -2307.85402
01-011941 V2 2471.14316 891.19183 -2303.91587
01-011941 V3 2912.09204 451.20752 -2068.14366
01-011941 V4 2909.97137 891.19125 -2064.26033
01-011941 V5 2691.96234 671.20693 -2186.66079
01-011951 V1 2473.75059 -220.00307 -2308.94963
01-011951 V2 2473.75059 220.00307 -2308.94963
01-011951 V3 2912.54136 -220.00298 -2069.2256
01-011951 V4 2912.54136 220.00298 -2069.2256
01-011951 V5 2693.48469 0 -2189.70747
01-011181 V1 -2925.8778 -2233.50269 -4947.06837
01-011181 V2 -2920.42798 -1793.69318 -4959.00984
01-011181 V3 -2470.97692 -2233.50669 -4739.53595
01-011181 V4 -2465.40503 -1793.7044 -4751.74223
01-011181 V5 -2695.39928 -2013.62203 -4849.93818
01-011171 V1 -2917.45667 -1562.35672 -4964.05438
01-011171 V2 -2913.75503 -1122.44153 -4972.18428
01-011171 V3 -2462.38446 -1562.35882 -4756.89705
01-011171 V4 -2458.60612 -1122.44622 -4765.19347
01-011171 V5 -2687.76365 -1342.41534 -4865.21364
01-011161 V1 -2911.93901 -891.1912 -4975.2568
01-011161 V2 -2910.068 -451.20825 -4979.37213
01-011161 V3 -2456.76224 -891.19204 -4768.3288
01-011161 V4 -2454.85428 -451.20928 -4772.52439
01-011161 V5 -2683.11048 -671.20776 -4874.52101
01-011151 V1 -2909.45609 -220.00311 -4980.40339
01-011151 V2 -2909.45609 220.00311 -4980.40339
01-011151 V3 -2454.23352 -220.00324 -4773.57609
01-011151 V4 -2454.23352 220.00324 -4773.57609
01-011151 V5 -2681.54654 0 -4877.64654
01-011291 V1 -2254.05072 -2904.62631 -4611.13964
01-011291 V2 -2246.6114 -2464.97234 -4627.06345
01-011291 V3 -1801.01797 -2904.63062 -4399.55934
01-011291 V4 -1793.46548 -2464.98598 -4415.72262
01-011291 V5 -2023.50456 -2684.83109 -4513.97597
01-011281 V1 -2242.55257 -2233.49922 -4634.23628
01-011281 V2 -2236.83376 -1793.70153 -4646.50298
01-011281 V3 -1789.3601 -2233.50169 -4422.99716
01-011281 V4 -1783.56535 -1793.70847 -4435.42462
01-011281 V5 -2012.77783 -2013.62507 -4535.43507
01-011271 V1 -2233.86488 -1562.35602 -4651.73393
01-011271 V2 -2229.98676 -1122.44555 -4660.06406
01-011271 V3 -1780.56679 -1562.35726 -4440.72071
01-011271 V4 -1776.64229 -1122.44835 -4449.14902
01-011271 V5 -2004.95225 -1342.41759 -4551.08985
01-011261 V1 -2228.17773 -891.1917 -4663.24488
01-011261 V2 -2226.21923 -451.20948 -4667.4553
01-011261 V3 -1774.81692 -891.19219 -4452.36593
01-011261 V4 -1772.8365 -451.21007 -4456.62275
01-011261 V5 -2000.19205 -671.20904 -4560.61177
01-011251 V1 -2225.61117 -220.0034 -4668.52234
01-011251 V2 -2225.61117 220.0034 -4668.52234
01-011251 V3 -1772.22334 -220.00349 -4457.70136
01-011251 V4 -1772.22334 220.00349 -4457.70136
01-011251 V5 -1998.59415 0 -4563.80691
01-011391 V1 -1573.75829 -2904.62093 -4292.25827
01-011391 V2 -1566.02672 -2464.98134 -4308.44707
01-011391 V3 -1122.55497 -2904.62322 -4076.80303
01-011391 V4 -1114.76276 -2464.98855 -4093.1169
01-011391 V5 -1343.97346 -2684.83254 -4193.28994
01-011381 V1 -1562.01908 -2233.49692 -4315.81302
01-011381 V2 -1556.08699 -1793.70646 -4328.24734
01-011381 V3 -1110.73162 -2233.49809 -4100.53301
01-011381 V4 -1104.76211 -1793.70979 -4113.04445
01-011381 V5 -1333.08123 -2013.62628 -4215.07807
01-011371 V1 -1553.16584 -1562.3555 -4333.60799
01-011371 V2 -1549.14821 -1122.44783 -4342.03497
01-011371 V3 -1101.82726 -1562.35602 -4118.43439
01-011371 V4 -1097.78852 -1122.44904 -4126.90482
01-011371 V5 -1325.1522 -1342.41856 -4230.9386
01-011361 V1 -1547.37253 -891.19195 -4345.29043
01-011361 V2 -1545.34499 -451.21016 -4349.54477
01-011361 V3 -1096.00586 -891.19213 -4130.17525
01-011361 V4 -1093.96893 -451.21038 -4134.44892
01-011361 V5 -1320.33597 -671.20964 -4240.57235
01-011351 V1 -1544.74918 -220.00357 -4350.63632
01-011351 V2 -1544.74918 220.00357 -4350.63632
01-011351 V3 -1093.37104 -220.0036 -4135.54504
01-011351 V4 -1093.37104 220.0036 -4135.54504
01-011351 V5 -1318.72074 0 -4243.80294
01-011491 V1 -896.36769 -2904.61791 -3967.5521
01-011491 V2 -888.41147 -2464.98563 -3983.8343
01-011491 V3 -447.12464 -2904.61855 -3748.0384
01-011491 V4 -439.15137 -2464.98758 -3764.3546
01-011491 V5 -667.44849 -2684.83221 -3866.59035
01-011481 V1 -884.50164 -2233.49566 -3991.3265
01-011481 V2 -878.40663 -1793.70853 -4003.80336
01-011481 V3 -435.23679 -2233.4958 -3771.85646
01-011481 V4 -429.13616 -1793.70894 -3784.34431
01-011481 V5 -656.49008 -2013.62609 -3888.50872
01-011471 V1 -875.56478 -1562.35516 -4009.247
01-011471 V2 -871.4411 -1122.44868 -4017.68916
01-011471 V3 -426.29357 -1562.35511 -3789.78927
01-011471 V4 -422.16957 -1122.44862 -3798.23184
01-011471 V5 -648.52663 -1342.41852 -3904.43665
01-011461 V1 -869.71692 -891.19202 -4020.99161
01-011461 V2 -867.63708 -451.21041 -4025.24957
01-011461 V3 -420.44598 -891.19197 -3801.53285
01-011461 V4 -418.36699 -451.21034 -3805.78893
01-011461 V5 -643.69497 -671.20973 -3914.10063
01-011451 V1 -867.0592 -220.00362 -4026.35635
01-011451 V2 -867.0592 220.00362 -4026.35635
