# x y z x_res y_res z_res
-1.939061011257367397e+02 -1.223673368231569157e+03 1.739723320067745149e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.952316761022032665e-02
1.970710011797088725e+02 -1.619951568026576751e+03 3.001422400697576975e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.372123229391291943e-03
-1.900816278003773050e+02 -1.622487742350551571e+03 3.007190355432235052e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.865397561204076737e-03
4.476481191752307076e+00 -1.383412506455591256e+03 2.158708450474622964e+01 0.000000000000000000e+00 0.000000000000000000e+00 -9.484427614182777688e-03
2.000703335933124265e+02 -1.226701640570822519e+03 1.751106175901246331e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.678404889079445184e-03
-5.009032242285817915e+02 -1.227800946839274047e+03 2.020379484264301340e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.117938383685057602e-02
-8.940686754205236184e+02 -1.225146186648267758e+03 2.707217018438015543e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.270886802453375708e-02
-8.899912054324859128e+02 -1.625044072802582150e+03 3.971659661320148871e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.606717638125388703e-02
-5.021702718261975633e+02 -1.620059769558239168e+03 3.270914837716055246e+01 0.000000000000000000e+00 0.000000000000000000e+00 -6.748620493844725843e-03
-6.969175359910642555e+02 -1.386286820900988914e+03 2.780793861082353402e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.535384814449372470e-03
-1.203469719945911493e+03 -1.623289313997759109e+03 4.798284914368046117e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.280752069973090101e-02
-1.590609355018223368e+03 -1.626188523257193083e+03 6.189407737122334652e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.406578071700039345e-02
-1.201869700968966526e+03 -1.229295252100021571e+03 3.538135464728264168e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.517167022243427255e-02
-1.396554525218018398e+03 -1.386041525821181040e+03 4.640661286282356457e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.537916582809998545e-03
-1.596084330070993701e+03 -1.227015495159944294e+03 4.940653624988455306e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.127925599893501385e-03
-4.994507968080164915e+02 -1.939169343186900505e+03 4.534313991070484917e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.979991629895039296e-03
-5.008904835390444532e+02 -2.331286104526786403e+03 6.403555323090047580e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.876062716867465952e-02
-8.877687269784671571e+02 -2.335119823891400756e+03 7.105818692095935774e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.578217864411612936e-02
-8.926174241319425846e+02 -1.937583731554833321e+03 5.220196603390253642e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.233770310556138838e-02
-6.945756191285335035e+02 -2.095588206525102123e+03 5.532832204789243491e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.175293851654402033e-02
-1.200203583182437342e+03 -1.941271676061588096e+03 6.054096061252968042e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.080014780067699576e-03
-1.593861127423152084e+03 -1.938578480029544380e+03 7.447841036382013158e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.706251250330865332e-03
-1.396714734600231168e+03 -2.097449921813374203e+03 7.410514347464382467e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.210514303156173810e-02
-1.201913697361195091e+03 -2.334326325993566570e+03 7.938655883676761960e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.927871571117407257e-03
-1.588552241412709236e+03 -2.337382137231318666e+03 9.338052934316002052e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.062204115137888039e-02
1.212953755755231668e+03 -2.641913553854215479e+03 9.689699532487026090e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.754638717566137984e-02
1.409724190689467378e+03 -2.800932969431216861e+03 1.132880223687792949e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.688089854321162875e-02
1.216032432223153137e+03 -3.039518119817194929e+03 1.224611959457854482e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.991290488260744951e-02
1.605928171573657210e+03 -2.645222524186915052e+03 1.113630942076772072e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.861243937305800955e-02
1.602148179310751857e+03 -3.037240836216158641e+03 1.364262543337770808e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.329137781994177203e-03
-4.988625427212520549e+02 -2.651695041344516085e+03 8.185025073502343673e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.951986810226571833e-04
-6.939065113426156586e+02 -2.808106988092005849e+03 9.438954362286169442e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.543126200433221129e-02
-5.012680568832021208e+02 -3.044200560069929907e+03 1.069705485919222099e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.082953896396077198e-02
-8.902983233787310837e+02 -2.648599203945349473e+03 8.860297373872498383e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.774258298994027427e-04
-8.870314886968335486e+02 -3.046225779681431959e+03 1.139934241212639421e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.081354387112810400e-02
-1.198341377490752393e+03 -2.651516533660018922e+03 9.701604786440728390e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.580438165488430968e-02
-1.592422782874178438e+03 -2.648388938086490271e+03 1.109938547449161064e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.707266260331152807e-02
-1.393576431605054040e+03 -2.807289761666102549e+03 1.131058835088004884e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.015192863344509533e-03
-1.199267482916470499e+03 -3.044185456442499344e+03 1.222587717529453499e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.230730350196608924e-03
-1.585518420094716703e+03 -3.047573869688098057e+03 1.364503781418204937e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.520347529975651923e-03
9.012710519600210546e+02 -3.038376278405514768e+03 1.137824756976620648e+02 0.000000000000000000e+00 0.000000000000000000e+00 -9.906559359166067225e-03
5.146121187352565585e+02 -3.042069728139370000e+03 1.069984939898030376e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.509117682249041081e-02
9.036106817998113456e+02 -2.645904918737773187e+03 8.874822453603003680e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.514919621034493957e-02
7.084880539350658637e+02 -2.802593437827063553e+03 9.430385798873246017e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.339970470959883642e-02
5.105335953084066318e+02 -2.644067878668635785e+03 8.154824268328356141e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.864594677977038373e-02
-1.852391584792783021e+02 -3.042850546866016430e+03 1.040964128020785324e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.637947498413950598e-03
2.006642830059018081e+02 -3.039663311679255457e+03 1.039546473882967916e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.948423204955702204e-03
2.033371504533403993e+02 -2.647578435912613713e+03 7.896563440606132644e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.029501087131961867e-03
-1.913177139100477575e+02 -2.646054721350549244e+03 7.881512456817702628e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.592255429108547560e-02
7.359667394988304245e+00 -2.803898169059707925e+03 8.797767174415922398e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.133992965047355028e-03
-1.905543519752503471e+03 -1.624994438251835390e+03 7.600027472897161829e+01 0.000000000000000000e+00 0.000000000000000000e+00 -8.401771937016633274e-03
-2.292041347820926603e+03 -1.629133260163462410e+03 9.717560518664261338e+01 0.000000000000000000e+00 0.000000000000000000e+00 -6.088374652193806469e-03
-1.905402422794751146e+03 -1.231214029743592619e+03 6.344754818199681523e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.634371750218122088e-02
-2.298499322046287489e+03 -1.229014206550245717e+03 8.481168084624198400e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.485157845142850874e-02
-2.099516197772661144e+03 -1.388833922942116942e+03 7.809529391693692446e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.630087509473355567e-03
-1.901096897213518560e+03 -1.943176703748371665e+03 8.849393727290976130e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.217750501524506035e-03
-2.294218510289685582e+03 -1.939271792651012674e+03 1.097249537126775607e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.517880721115034248e-05
-2.096832180708356645e+03 -2.098783716186905622e+03 1.056927764686804494e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.367909875450834534e-02
-1.903360317443272379e+03 -2.335792160434298694e+03 1.074910024533358666e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.338423761902674869e-02
-2.290479249645264645e+03 -2.337783527226242768e+03 1.287397072933164281e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.577527814082714031e-04
1.210808473466152236e+03 -1.930305454321941170e+03 6.039225216967766130e+01 0.000000000000000000e+00 0.000000000000000000e+00 -8.312432787448642557e-03
1.408585066161683471e+03 -2.089593700044142224e+03 7.416290043319315828e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.359257398503643799e-02
1.214472159539565155e+03 -2.328584450823793759e+03 7.947450371516222845e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.025040910528218774e-02
1.603973890121043269e+03 -1.932424270514432237e+03 7.462647753094428538e+01 0.000000000000000000e+00 0.000000000000000000e+00 -8.511435538125056155e-03
1.601586589950817825e+03 -2.325626521700514786e+03 9.329982745854748316e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.978855012323776918e-02
9.032179873800945415e+02 -1.934536328518948721e+03 5.231168286466972717e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.880455882350531738e-03
7.068758404951001921e+02 -2.090037872482861530e+03 5.528753140285777334e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.563828476329121031e-02
8.996399427147791812e+02 -2.327676513941597932e+03 7.094023128336338857e+01 0.000000000000000000e+00 0.000000000000000000e+00 -9.420626468454429414e-03
5.136538748080234882e+02 -2.330207487886889794e+03 6.414360143725937746e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.477318139779072226e-02
5.094934570422585125e+02 -1.932006918248104967e+03 4.516202903351979359e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.187694053494482205e-02
