# x y z x_res y_res z_res x_res_err y_res_err z_res_err
2.859476788632130592e+03 9.936559108172190236e+02 -8.870524518839549444e+01 0.000000000000000000e+00 0.000000000000000000e+00 -9.468040975392000291e-03 2.371193225774577071e-02 2.083230047423519429e-02 1.645621094839126372e-02
2.489774792234264623e+03 9.886201203755313145e+02 -7.357149155870808954e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.770998834799343058e-02 2.356168243307453850e-02 1.906900245987731488e-02 1.615536812626030411e-02
2.672163752905583806e+03 8.279313450655704401e+02 -7.905197209212886378e+01 0.000000000000000000e+00 0.000000000000000000e+00 -6.754723698890074957e-03 2.402071991149907007e-02 1.987272931800012146e-02 1.645612053886674753e-02
2.487158495954024602e+03 6.224208921958270366e+02 -6.997920098436448200e+01 0.000000000000000000e+00 0.000000000000000000e+00 -8.933601417780323573e-03 2.450369021202127365e-02 1.893953871337282491e-02 1.654263508955066200e-02
2.856656577865179770e+03 5.800041591706190047e+02 -8.480478467819776256e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.179627619167945340e-02 2.471249336069205466e-02 2.077081714380858354e-02 1.691411286978686604e-02
2.856664456563367366e+03 5.800487826758072742e+02 -8.480542417099538000e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.134751965371719962e-03 2.471254536979674080e-02 2.077089874936324798e-02 1.691416348514023643e-02
2.865592222642941579e+03 2.933376302602187593e+02 -8.378655566931711007e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.774127062352363282e-05 2.553645202697091623e-02 2.087013821892089865e-02 1.735143589282160323e-02
2.495670488442880014e+03 2.380934163357156592e+02 -6.839891461125074557e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.280142534206675009e-02 2.563319980182200003e-02 1.903724411456706941e-02 1.712557767188975510e-02
2.495682759994348999e+03 2.380941086039296124e+02 -6.839938959392858919e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.143465691072265145e-02 2.563327129089204570e-02 1.903732245558354894e-02 1.712562953522658166e-02
2.672343772907533094e+03 1.284395207443908760e+02 -7.522702214375047447e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.861156054124535331e-02 2.601037922121530316e-02 1.996096816349555644e-02 1.746782955018336136e-02
2.492699839105861884e+03 -1.251496829996211773e+02 -6.815277627544830352e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.416896702731264668e-03 2.678899702116839879e-02 1.926981933652846882e-02 1.781401837166004393e-02
2.867608664412931375e+03 -1.200203551541441129e+02 -8.360426716385801171e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.166875347112465988e-02 2.685254016385986431e-02 2.111354459230193811e-02 1.812111280718052900e-02
2.873018277503803802e+03 -4.523302485413539671e+02 -8.513728590749832392e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.268772903012063580e-02 2.798191414222558557e-02 2.148601728009455133e-02 1.886127266854308385e-02
2.507842308899330874e+03 -5.054102781144831056e+02 -7.035183597065412187e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.040950318298428101e-02 2.805948788840338659e-02 1.982173508805874437e-02 1.868781991640723270e-02
2.679976647103820142e+03 -6.248558050471466458e+02 -7.812115246219954656e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.461916322758497699e-03 2.851971864357329828e-02 2.081244079544276870e-02 1.912189016321343138e-02
2.679924756862775212e+03 -6.248685092570602819e+02 -7.811911440149046371e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.995883671526144099e-03 2.851972511110263328e-02 2.081221573129103664e-02 1.912186875122044716e-02
2.504228847991585553e+03 -8.755403243584960364e+02 -7.350269314891981765e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.552665226857641301e-02 2.931706574490386061e-02 2.050210479565407057e-02 1.964582774194561024e-02
2.504254578125914577e+03 -8.755377687151009241e+02 -7.350366132473074288e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.719234137193836887e-02 2.931705717326909405e-02 2.050220893648185133e-02 1.964583474718456513e-02
2.851719544970696461e+03 -8.935977104018862747e+02 -8.801058319037670685e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.072926215548022810e-02 2.951681901103438491e-02 2.209297556882893268e-02 1.996753158510249093e-02
2.851682131885983381e+03 -8.935669364626345441e+02 -8.800860543840649086e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.882460915448348260e-02 2.951676466914621155e-02 2.209275550917428124e-02 1.996745507862841829e-02
2.878536253752907669e+03 -1.200683912497803021e+03 -9.322466756614407757e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.355757106394264611e-02 3.061143434410018571e-02 2.287985688100379125e-02 2.086055214470940514e-02
2.504603492073415509e+03 -1.213169744187529886e+03 -7.799372249410532731e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.494629913719336400e-02 3.046983003481491467e-02 2.133550162367664482e-02 2.061570028832860474e-02
2.665625785112465110e+03 -1.396292449998612256e+03 -8.739491880517184086e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.697877821017868882e-02 3.118004215595669010e-02 2.249926410727735859e-02 2.129034249781253454e-02
2.665600317433542841e+03 -1.396290940895670474e+03 -8.739385347513901081e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.247546386999999868e-02 3.118005446363068811e-02 2.249916102852158109e-02 2.129033536290840176e-02
2.504593510195478757e+03 -1.633339044574436230e+03 -8.550602771667462321e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.578939636346149200e-03 3.189416139159360897e-02 2.261631837352596347e-02 2.193004606637610071e-02
2.504521791732275688e+03 -1.633311841893268138e+03 -8.550271685521919096e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.730258462755784876e-02 3.189408262211581441e-02 2.261596880298374565e-02 2.192993601818685884e-02
2.854493446906902591e+03 -1.646333174340591313e+03 -1.000526857568400345e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.561011035330750474e-02 3.215700821985987418e-02 2.399605442958964094e-02 2.221987025408142524e-02
2.854512698866083610e+03 -1.646364604638318269e+03 -1.000541551598208230e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.087508630544675725e-02 3.215710323543712057e-02 2.399622405673837097e-02 2.221997263074704243e-02
2.854496188161097052e+03 -1.646338238401195440e+03 -1.000529069371614241e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.596526750850557619e-02 3.215702955410854741e-02 2.399608100022142254e-02 2.221988961419095812e-02
2.874863570132238692e+03 -1.949427266376547777e+03 -1.076159652575615127e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.847544146981618951e-01 3.321562847767054599e-02 2.506068426522878312e-02 2.323823623375117706e-02
2.518039458297360852e+03 -1.954043947100871264e+03 -9.317623034927001413e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.651282340200850740e-03 3.297689973898794424e-02 2.380600748896984434e-02 2.301195166507070261e-02
2.518029141121662633e+03 -1.954061942081963480e+03 -9.317626974834499265e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.191689640113736459e-03 3.297690991575104313e-02 2.380603759480895074e-02 2.301198679237254074e-02
2.682261763176885779e+03 -2.120367735252796592e+03 -1.038155246908440290e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.304393437737076056e-02 3.365039973155067171e-02 2.499625462122493508e-02 2.369607005482991455e-02
2.880916827309351902e+03 -2.376108654930947523e+03 -1.190372292215801480e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.491776305557834803e-02 3.466871459837969627e-02 2.666172617123689290e-02 2.473524184244203783e-02
2.880868272546644221e+03 -2.376093026458077929e+03 -1.190347113975011979e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.043494911352183863e-02 3.466865056628038594e-02 2.666150262080543842e-02 2.473516691257504618e-02
2.511920528040222052e+03 -2.380254093619247215e+03 -1.042922413713680072e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.974366279939943070e-02 3.437727985857597091e-02 2.549693975808461910e-02 2.451377493298149274e-02
2.511947784373482136e+03 -2.380265675280660616e+03 -1.042936088519261375e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.951473438178481956e-03 3.437728350421362378e-02 2.549707132381935984e-02 2.451380973196034402e-02
2.227396374038266458e+03 -3.121538876829651144e+03 -1.188175873132836102e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.357279781702459331e-02 3.649835661238619994e-02 2.822405015305069070e-02 2.715480425463001266e-02
1.870539816847018528e+03 -3.131768492871051421e+03 -1.083166161545698429e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.680711618943234953e-02 3.623690100998272490e-02 2.752809637856396680e-02 2.701255127061959888e-02
1.870580034018684501e+03 -3.131778349360981792e+03 -1.083181160919400412e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.298511952509500134e-02 3.623692562964609537e-02 2.752822941346176958e-02 2.701259669306974726e-02
2.038529730854881791e+03 -2.927564448409511442e+03 -1.057535514190179242e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.290128822220822258e-02 3.574046686043381299e-02 2.681767827808108004e-02 2.630015878637364038e-02
1.847303272744479727e+03 -2.759586898312258654e+03 -9.429493377477984950e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.045006421315065381e-02 3.507503130792444246e-02 2.555362613227376428e-02 2.555564145027686140e-02
1.847048301182843261e+03 -2.759506590505733584e+03 -9.428503448873847503e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.478282243809303509e-03 3.507472922437481627e-02 2.555267232809811662e-02 2.555525549610557917e-02
2.221269578680256927e+03 -2.757049763147241265e+03 -1.057209469118882197e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.075977587652857892e-02 3.535222114583810166e-02 2.640472068370859973e-02 2.574414712304232827e-02
2.216204523278026500e+03 -2.429038971097448211e+03 -9.514787374765846550e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.614698133465310548e-02 3.430807898955309798e-02 2.485770304551546822e-02 2.451573736583295693e-02
2.216228405227124313e+03 -2.429008844200410294e+03 -9.514777777812980730e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.542457872943828079e-02 3.430805446276735671e-02 2.485763117856343643e-02 2.451566307757346158e-02
1.845774453490788801e+03 -2.433398715583757166e+03 -8.376557889981548044e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.101129674985656948e-02 3.405921163155003345e-02 2.394094566080840272e-02 2.432788608480188769e-02
2.026847761261117967e+03 -2.187163897195411209e+03 -8.207203515197807064e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.720345521841750269e-02 3.340271449856704183e-02 2.325855709678636973e-02 2.353004009616071340e-02
2.217032542280970119e+03 -2.011006027717587585e+03 -8.366994302494022406e+01 0.000000000000000000e+00 0.000000000000000000e+00 -6.370039806355975998e-03 3.296163134469420192e-02 2.305599606850639721e-02 2.301913840828853641e-02
2.217103821241694277e+03 -2.011028814994756203e+03 -8.367294591751769417e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.742840889056651577e-02 3.296168766953434109e-02 2.305630474365077606e-02 2.301923179573399023e-02
1.842437404127637365e+03 -2.019946293547332971e+03 -7.213343434261139464e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.478347623933018440e-02 3.275428000264977990e-02 2.202785731839825359e-02 2.283375967625391606e-02
1.842468565235991491e+03 -2.019904359688734303e+03 -7.213325986404689161e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.554379374784844003e-02 3.275428962801163468e-02 2.202775743965387778e-02 2.283368441207968627e-02
1.832050139120342919e+03 -1.688064974095803791e+03 -6.405034359789593168e+01 0.000000000000000000e+00 0.000000000000000000e+00 -7.873725320109770109e-02 3.168894846290765815e-02 2.060174373070625120e-02 2.168896296755770670e-02
1.832084710165241859e+03 -1.688079613884190849e+03 -6.405164896510390804e+01 0.000000000000000000e+00 0.000000000000000000e+00 -8.256531464644467633e-02 3.168899124809809731e-02 2.060190039481938143e-02 2.168902083942611178e-02
2.207348238755023885e+03 -1.682328189217874751e+03 -7.573058129138988193e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.182503943157826143e-02 3.188192397886407958e-02 2.174656968990259370e-02 2.189600843554887627e-02
2.021480204829245622e+03 -1.436436656816425511e+03 -6.476512557230873313e+01 0.000000000000000000e+00 0.000000000000000000e+00 -9.999845520951566868e-03 3.097445116963857062e-02 2.024332671041290110e-02 2.098094211363218595e-02
2.021472135938469819e+03 -1.436460389991009833e+03 -6.476530403133310188e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.941832774753038393e-02 3.097446858730408883e-02 2.024337718496173680e-02 2.098098477082935634e-02
1.832090074726379726e+03 -1.273748228790854000e+03 -5.623224206485154752e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.974591674726156043e-02 3.035318285807178315e-02 1.905890994005842581e-02 2.035527799645920830e-02
1.832078856318884164e+03 -1.273689181812211018e+03 -5.623095679342584674e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.064190521574914783e-03 3.035311156680966377e-02 1.905868722598856937e-02 2.035515245401893838e-02
2.208555490375784757e+03 -1.262820134893137265e+03 -6.795924480298084802e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.542995923956880233e-02 3.049434432860640906e-02 2.033083922057318110e-02 2.056014782043592837e-02
2.210566100975226163e+03 -9.313020738449772580e+02 -6.339017971742079283e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.489740202318046158e-02 2.938981309302449510e-02 1.941009008944245134e-02 1.958822789520823365e-02
1.806574877494857901e+03 -9.340999139570378702e+02 -5.069184688612118350e+01 0.000000000000000000e+00 0.000000000000000000e+00 -7.234067295107848850e-02 2.923850731508940981e-02 1.790458770746439915e-02 1.933078127200233559e-02
2.004076631341812799e+03 -6.860331102654332653e+02 -5.402431542495042294e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.718301577651317302e-02 2.850006421934990833e-02 1.800438836316665611e-02 1.877846430471280179e-02
2.198320668603200374e+03 -5.163207181458014929e+02 -5.909457986762008375e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.940158439804065438e-02 2.800269918893725021e-02 1.846228831995562134e-02 1.848081843667532739e-02
1.821109853980987054e+03 -5.223779407413220497e+02 -4.723230210145433716e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.103968547687685486e-02 2.790369073965641780e-02 1.694187822853171835e-02 1.823770113112793342e-02
1.819516315185456506e+03 -1.867229160152969598e+02 -4.561566179923923414e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.111360286310826950e-02 2.681692910041950581e-02 1.636211500764040566e-02 1.745064361829732832e-02
1.819494280500922059e+03 -1.867257058534297300e+02 -4.561503708638353771e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.990796531022255067e-02 2.681693926827471292e-02 1.636203268785869566e-02 1.745063959016785252e-02
2.192776281845807262e+03 -1.799760000721155961e+02 -5.734696841316153382e+01 0.000000000000000000e+00 0.000000000000000000e+00 -7.772779276265850967e-03 2.689558862059316519e-02 1.793891932688209540e-02 1.769778248192922787e-02
2.192780627977257154e+03 -1.799709607989950939e+02 -5.734710454101094967e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.205598902271276529e-02 2.689554699644711167e-02 1.793892615722498390e-02 1.769775930054015914e-02
2.005530641966244048e+03 5.930445195655826751e+01 -5.095506653943331088e+01 0.000000000000000000e+00 0.000000000000000000e+00 -6.957368778365946582e-03 2.608029564703106748e-02 1.687761553990749577e-02 1.707461664947954039e-02
1.813915329872187613e+03 2.308901132231009115e+02 -4.548663011881866680e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.669303234516974044e-02 2.549103892210820635e-02 1.596049658496688506e-02 1.663094052722929525e-02
2.190159092851005425e+03 2.380213303228385087e+02 -5.729300872144636259e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.878402478039078005e-02 2.556489515865085008e-02 1.759387242063172388e-02 1.688524299222185845e-02
2.193125127069174596e+03 5.688943736557375814e+02 -5.896083498906926224e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.051886095207123617e-02 2.457281888989283625e-02 1.755874086396365386e-02 1.638300547236560059e-02
2.193134072729523268e+03 5.689204808190335143e+02 -5.896131656718551994e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.713711190213729196e-02 2.457282999178254240e-02 1.755881259141408093e-02 1.638303077003503902e-02
1.815548087268038216e+03 5.628138151196761783e+02 -4.711648142126353633e+01 0.000000000000000000e+00 0.000000000000000000e+00 -6.717020600090251037e-02 2.447633896930144146e-02 1.592972621024971863e-02 1.612547414141921043e-02
1.815300092396745640e+03 5.628185647675338714e+02 -4.710946251014815545e+01 0.000000000000000000e+00 0.000000000000000000e+00 -7.458959796084485561e-02 2.447619952197262541e-02 1.592870135668322459e-02 1.612527456564062309e-02
1.992640335847270080e+03 8.202602481756634916e+02 -5.453991711101527073e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.420547925219750596e-02 2.379358746743000588e-02 1.677516922109516945e-02 1.594520991634948426e-02
1.807372501154154179e+03 9.761240418571297823e+02 -5.076375456625896732e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.236116017409074175e-02 2.328372119373713425e-02 1.616044115621819571e-02 1.568441591118069703e-02
1.806908102561960504e+03 9.760844116265468529e+02 -5.075020783965836557e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.105038213696474259e-02 2.328348306611060028e-02 1.615856480568766615e-02 1.568406666298182567e-02
2.191840544970270912e+03 9.904271358593534842e+02 -6.286055276262521829e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.047694857187366324e-03 2.342270750440286417e-02 1.774057908334886191e-02 1.593065428830867797e-02
2.191839625601603530e+03 9.904513675855216661e+02 -6.286081048646516933e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.323499564875874057e-02 2.342274731084321646e-02 1.774063269402907997e-02 1.593070160952722927e-02
2.184015466807783469e+03 1.315822249336446475e+03 -6.711391728946625790e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.765663558596088478e-03 2.264210629686343873e-02 1.802770867132492266e-02 1.573251696600039967e-02
2.184020017447914597e+03 1.315804836222087715e+03 -6.711379433805764450e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.624429544577310480e-03 2.264211507169557741e-02 1.802769125502459366e-02 1.573250370839362339e-02
1.809431839154235831e+03 1.316160509744687488e+03 -5.557633431149130132e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.509067038987922160e-02 2.238509659499276702e-02 1.662037437549601648e-02 1.549875697005148080e-02
1.809479360865403351e+03 1.316050054530584703e+03 -5.557589554389703324e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.587781033294334065e-02 2.238509450897159178e-02 1.662020781102021075e-02 1.549859957251514646e-02
1.990801897477946113e+03 1.573381241615086765e+03 -6.540144726967697864e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.504075389860531686e-03 2.192422247955833417e-02 1.769453557054979226e-02 1.556501761083429157e-02
1.802133960217181766e+03 1.732559278041894913e+03 -6.308384331029703418e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.945422277527853794e-02 2.139021784760816725e-02 1.741439281136884787e-02 1.548633392978804313e-02
1.802118714540312112e+03 1.732611145660749798e+03 -6.308450925781451701e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.038640080108990560e-02 2.139015131845390175e-02 1.741450323759443156e-02 1.548638834970748022e-02
1.802079598539057997e+03 1.732598736458144231e+03 -6.308316497375119525e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.350639039438419786e-02 2.139015629281418307e-02 1.741436866871218583e-02 1.548637898495125800e-02
2.177610282527657546e+03 1.738323978869848588e+03 -7.464840352935094359e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.242276276821542069e-02 2.179037747569363345e-02 1.863486976519333760e-02 1.569040350197723963e-02
2.178226758500202777e+03 2.071024279475824642e+03 -8.223980765012183269e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.597378714346177730e-03 2.125152876378712946e-02 1.930445106699710256e-02 1.583239534241834973e-02
1.804354281060883295e+03 2.071161213034562934e+03 -7.091925494993719781e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.249509521415120616e-02 2.068222977628972337e-02 1.828436996761473310e-02 1.566136892046637863e-02
1.804328861310065804e+03 2.071157454844587392e+03 -7.091846104532980632e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.915697325773351167e-02 2.068218142175891339e-02 1.828428380389996930e-02 1.566134073541514127e-02
1.988677290990791562e+03 2.324184332385245852e+03 -8.288920454493086254e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.040464968115543343e-02 2.054008883399802143e-02 1.945188529811339370e-02 1.596405939062997548e-02
1.988645757364135989e+03 2.324172349306900287e+03 -8.288792408758283159e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.172939741063942165e-02 2.054004090052253054e-02 1.945177183396416473e-02 1.596402874841101535e-02
1.799738533652964406e+03 2.488830810440721507e+03 -8.219873408036612261e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.116270442122015538e-02 1.989883854362028276e-02 1.956952394010985988e-02 1.609217321480032117e-02
1.799741561335052438e+03 2.488827177503224448e+03 -8.219870867461537500e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.011674178472389940e-02 1.989885651995096025e-02 1.956952135162347631e-02 1.609217390530822897e-02
2.171699739807104834e+03 2.497562453663081669e+03 -9.358437287991972653e+01 0.000000000000000000e+00 0.000000000000000000e+00 -7.784842645719436405e-03 2.068313753921090237e-02 2.037308974223741090e-02 1.623168825789256947e-02
2.171715811585156644e+03 2.497551395071271145e+03 -9.358457046585755279e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.021995376051677340e-02 2.068312478812331379e-02 2.037304802708238272e-02 1.623162726175554973e-02
2.168293775378946066e+03 2.820126227229657161e+03 -1.035670025539791368e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.543628587047578549e-02 2.032694306657439887e-02 2.136483713593879952e-02 1.669412288590339105e-02
2.168244745153340773e+03 2.820139262245442296e+03 -1.035658507710161160e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.437293804586886381e-02 2.032683419826814691e-02 2.136482851806415645e-02 1.669416827292921277e-02
1.787832490403423662e+03 2.813241170633770707e+03 -9.209129092664211669e+01 0.000000000000000000e+00 0.000000000000000000e+00 -9.829814628645294761e-03 1.932891104724415374e-02 2.072446174296501548e-02 1.658425271559534411e-02
1.787770083211953533e+03 2.813265288539697394e+03 -9.209041991753977641e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.719248908884310367e-03 1.932874135537470534e-02 2.072448379222878445e-02 1.658430140102491734e-02
1.970050882016979585e+03 3.072347822508021636e+03 -1.061736668907993248e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.698083231908412927e-02 1.946417222649681270e-02 2.198148260908308269e-02 1.710622090777800045e-02
1.783595836863512432e+03 3.228138553300926105e+03 -1.067241214726357725e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.086389789320833188e-02 1.867497047705107133e-02 2.241723249782959573e-02 1.740278612555640203e-02
2.147625411050765251e+03 3.248746638672443623e+03 -1.180754641245731733e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.511778005166775074e-03 1.985103634242586790e-02 2.289610186914111875e-02 1.750280340817917876e-02
