# x y z x_res y_res z_res x_res_err y_res_err z_res_err
-2.999124848355382710e+03 -1.662695063982366264e+03 1.667941868561879630e+02 0.000000000000000000e+00 0.000000000000000000e+00 8.317662301891459720e-03 8.990308634339513882e-03 1.421843624366620797e-02 9.938226217985287464e-03
-2.999227635611973710e+03 -1.662632406077101223e+03 1.668000568052740960e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.590055981784189498e-02 8.990473298811394592e-03 1.421831353192897981e-02 9.938150046087937048e-03
-2.999182572025274112e+03 -1.662601500760533781e+03 1.667952997740791545e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.152183519623918073e-02 8.990364554478028417e-03 1.421828893563479614e-02 9.938137147261752805e-03
-2.621504448906915968e+03 -1.652341076493069295e+03 1.383083901976785626e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.001661919043499438e-03 8.261761810503262873e-03 1.424160115414294103e-02 9.949903841681095873e-03
-2.621605250700389661e+03 -1.652252751700456429e+03 1.383120694982722227e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.470402540420082005e-03 8.261884338456081459e-03 1.424148698696958877e-02 9.949840529484397025e-03
-2.621567299369393822e+03 -1.652381821446993627e+03 1.383142361694119131e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.235777354315814591e-02 8.261909245005858923e-03 1.424163308823086192e-02 9.949919739879973038e-03
-2.792422729350760164e+03 -1.421462649991880198e+03 1.425741478627807055e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.357064423257270391e-02 8.438880661448940057e-03 1.394972729675058275e-02 9.781445734428512520e-03
-2.792331984129586090e+03 -1.421435228596862771e+03 1.425665771711763057e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.068847058840560749e-02 8.438690481763166246e-03 1.394965433268049657e-02 9.781395695868687346e-03
-2.792418546668862291e+03 -1.421433187998484527e+03 1.425729052459064405e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.030318581757683205e-02 8.438859152044109885e-03 1.394964469975958944e-02 9.781389768944520613e-03
-2.622366468370598795e+03 -1.248403610825408350e+03 1.252937947858058152e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.513666392627044388e-02 8.011972593081548299e-03 1.376676621013638718e-02 9.673053911603751720e-03
-2.622302548936298081e+03 -1.248305021367001245e+03 1.252866569417359983e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.755147102310957052e-03 8.011796325483482029e-03 1.376667224390133899e-02 9.672999012165056990e-03
-2.622196698679261317e+03 -1.248300097969473882e+03 1.252792176878467956e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.193986886472657716e-03 8.011587045914913066e-03 1.376668293279872599e-02 9.673007253542781347e-03
-2.960602244276666625e+03 -1.226313746609440159e+03 1.496682524147521463e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.315298938071919110e-03 8.677290530403771948e-03 1.371119776355440856e-02 9.636034103135808840e-03
-2.960526024422862520e+03 -1.226226245155949073e+03 1.496598792507828080e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.976624505251493247e-03 8.677096211164166475e-03 1.371110055140247440e-02 9.635973966176878888e-03
-2.960515996479869045e+03 -1.226287212155957604e+03 1.496607413095632353e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.977887628652410967e-02 8.677107581955969401e-03 1.371107866943581562e-02 9.635950414912591161e-03
-2.999730278757508586e+03 -9.498322231842278143e+02 1.461857372004542412e+02 0.000000000000000000e+00 0.000000000000000000e+00 -5.929085474633666308e-03 8.653328812699624673e-03 1.341141074179039855e-02 9.445505152501369045e-03
-2.999639848458615234e+03 -9.499655954259410464e+02 1.461812460544729220e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.806695591301377135e-02 8.653183370074618574e-03 1.341150613765249196e-02 9.445565106604608338e-03
-2.999634984809337311e+03 -9.499009532422132907e+02 1.461795281992418438e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.826720562301716200e-03 8.653152196505082064e-03 1.341145756386376287e-02 9.445534787485752176e-03
-2.638555868229839234e+03 -9.239334192446126508e+02 1.186635181818903959e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.823725860627405382e-03 7.904072235570602789e-03 1.341735840088075990e-02 9.454733972043103882e-03
-2.638523749637875426e+03 -9.238064936676780690e+02 1.186587320049729470e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.251765927288488456e-03 7.903963045200936705e-03 1.341725873141488661e-02 9.454672178875602601e-03
-2.638688618414573739e+03 -9.237266103681026834e+02 1.186685943253934141e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.891053159482680712e-03 7.904266318454583953e-03 1.341715430106693412e-02 9.454601740645862326e-03
-2.812732419322947862e+03 -7.155078137453883755e+02 1.275490988476499012e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.864733596306678010e-02 8.199962152718032540e-03 1.319629110955799177e-02 9.305684045980939373e-03
-2.812635849885845801e+03 -7.155313746683084446e+02 1.275422447263109689e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.130739328380570896e-02 8.199767503773854396e-03 1.319632778954699624e-02 9.305710754880673619e-03
-2.812732000118063297e+03 -7.155444795157231965e+02 1.275496220998482073e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.348027084577552159e-02 8.199969771386548048e-03 1.319631509056716154e-02 9.305699940877315904e-03
-3.013858510312024464e+03 -5.389851740986548521e+02 1.408787716582449434e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.663728982952306978e-03 8.589526688926471532e-03 1.301447856402624011e-02 9.176146590125324951e-03
-3.013820340833833143e+03 -5.389595509220807799e+02 1.408754165470163855e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.897523021857978165e-04 8.589442077210246093e-03 1.301445540041720576e-02 9.176130808591363361e-03
-3.013838155896484750e+03 -5.389160668350916694e+02 1.408763844855473053e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.663024771171421889e-03 8.589473654136110109e-03 1.301442736094143328e-02 9.176110643751456131e-03
-2.630332369365861723e+03 -5.206245947077734399e+02 1.118830655020759224e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.370059583436500361e-03 7.789885180856375747e-03 1.303071189517558855e-02 9.193788718933062001e-03
-2.630401719678957761e+03 -5.204708547801685654e+02 1.118862515047275537e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.293181525772183704e-03 7.790004617558435492e-03 1.303056060439707932e-02 9.193680358806542718e-03
-2.630414116141889281e+03 -5.204669731295114161e+02 1.118870726710503760e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.024473822002903489e-02 7.790029151202362660e-03 1.303052359226308451e-02 9.193653932600765258e-03
-2.978868985408419576e+03 -2.404286328033210225e+02 1.359114718621323163e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.892792742187566546e-02 8.491031325229608448e-03 1.276594326883673247e-02 8.994158392064501018e-03
-2.978733347448129280e+03 -2.404254636372554899e+02 1.359006202566644106e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.269187647505077621e-02 8.490745244030987321e-03 1.276593892583147150e-02 8.994157414419504809e-03
-2.978629195699881620e+03 -2.404217734986093546e+02 1.358922834450889638e+02 0.000000000000000000e+00 0.000000000000000000e+00 -6.927568287125041024e-03 8.490525032694325180e-03 1.276591025478501611e-02 8.994138838580866685e-03
-2.636499553300460775e+03 -1.998515313684175965e+02 1.101099853440524470e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.822950891665243489e-02 7.783590151082855381e-03 1.276113557540061241e-02 8.994009874184390532e-03
-2.636490598971417057e+03 -1.999614922994068138e+02 1.101096944992306135e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.368057164385106717e-02 7.783565877470220717e-03 1.276110686262000096e-02 8.993996656898695791e-03
-2.636290515096954550e+03 -1.999106558469062520e+02 1.100955234230032147e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.888793939315291937e-02 7.783165520713817426e-03 1.276117573259544918e-02 8.994044778377056903e-03
-2.794368554434761791e+03 9.153903741872962740e+00 1.214480706139825941e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.836982240098450347e-02 8.117373028303426219e-03 1.259444941368471904e-02 8.859313824882119812e-03
-2.794352416318191445e+03 9.257399004672128839e+00 1.214470853466308995e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.649005816329008667e-02 8.117351297181220685e-03 1.259439612439060274e-02 8.859267207244839876e-03
-2.794221082855938221e+03 9.272671944412586242e+00 1.214372901426310847e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.576746520612971381e-02 8.117084797582642397e-03 1.259439345744431914e-02 8.859265492363314898e-03
