# x y z x_res y_res z_res x_res_err y_res_err z_res_err
2.103932564664837173e+03 -1.381818598485832126e+03 7.811923063473453510e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.708396093917599501e-04 1.891980239181648496e-02 1.735660796776105491e-02 1.456539263033064871e-02
2.294969058023852995e+03 -1.618432945750388399e+03 9.696163477109001860e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.949591568265930164e-02 1.941422836946667813e-02 1.759339758319142938e-02 1.515125229464942339e-02
1.909762873429843012e+03 -1.620813353236553667e+03 7.605617186625903514e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.643473958395702539e-03 1.891980239181648496e-02 1.735660796776105491e-02 1.456507029958317712e-02
1.906233968629326682e+03 -1.221945280192369182e+03 6.323549975468762341e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.479998108817426328e-02 1.993072060832074693e-02 1.793803820170830621e-02 1.556245839479642595e-02
2.299366603873294025e+03 -1.225830144748782004e+03 8.477692458039500423e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.110116910273632129e-03 2.322117594189740050e-02 2.096840711638558313e-02 1.814409191359757714e-02
1.599139658000688769e+03 -1.225942822626854422e+03 4.950232164668148727e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.909196564089057802e-02 1.941422836946667813e-02 1.759339758319142938e-02 1.514779228234485429e-02
1.403078111245501077e+03 -1.381956648899596530e+03 4.651347616497176318e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.816757728310250286e-02 1.992707705581319225e-02 1.784201107974289768e-02 1.574586097793233622e-02
1.595610955803616207e+03 -1.618171759744373958e+03 6.180762511238555135e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.230452994131610467e-03 1.891980239181648496e-02 1.735660796776105491e-02 1.456397194407942942e-02
1.209062935808105976e+03 -1.621571386498436368e+03 4.809224818944787216e+01 0.000000000000000000e+00 0.000000000000000000e+00 -8.706208652483837795e-03 2.031931988470183498e-02 1.866683423078319484e-02 1.574706522986816723e-02
1.205323874582030157e+03 -1.221991246739742564e+03 3.528714829741679893e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.209286863822512714e-02 1.941422836946667813e-02 1.759339758319142938e-02 1.514668995189524629e-02
