Enabled	Feature	ID 	x          	y          	z         	i	j	k	Dev From Fit	Device Position  	Probe	Device Name
Checked	M1_4   	1  	2,192.7286 	-2,236.4745	4,610.2027	 	 	 	-24.2223    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	2  	2,192.4376 	-2,236.5499	4,610.2705	 	 	 	-24.1931    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	3  	2,192.4952 	-2,236.5372	4,610.2921	 	 	 	-24.1681    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	4  	2,015.5689 	-2,011.2388	4,511.9088	 	 	 	-17.1670    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	5  	2,015.2619 	-2,011.3757	4,512.0080	 	 	 	-17.1356    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	6  	2,015.3022 	-2,011.2302	4,512.0014	 	 	 	-17.0795    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	7  	1,827.0679 	-2,245.5882	4,626.8346	 	 	 	-13.0734    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	8  	1,826.7434 	-2,245.1352	4,626.6170	 	 	 	-13.0772    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	9  	1,826.5687 	-2,245.2461	4,626.6786	 	 	 	-13.0687    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	10 	1,524.8236 	-2,245.7515	4,635.5201	 	 	 	-5.2968     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	11 	1,524.6170 	-2,246.6666	4,635.9483	 	 	 	-5.2994     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	12 	1,524.5371 	-2,246.9405	4,636.1080	 	 	 	-5.2717     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	13 	1,338.2609 	-2,023.2386	4,537.0185	 	 	 	0.4098      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	14 	1,338.0998 	-2,022.9553	4,536.9415	 	 	 	0.4609      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	15 	1,337.9204 	-2,022.9943	4,537.0150	 	 	 	0.5108      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	16 	1,149.4877 	-2,231.6940	4,637.7127	 	 	 	2.6634      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	17 	1,149.4115 	-2,231.6555	4,637.6935	 	 	 	2.6624      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	18 	1,149.4471 	-2,231.6470	4,637.7436	 	 	 	2.7113      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	19 	860.3586   	-2,242.8814	4,647.8446	 	 	 	7.0509      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	20 	860.6377   	-2,242.9371	4,647.9086	 	 	 	7.0851      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	21 	860.7227   	-2,242.8563	4,647.9710	 	 	 	7.1760      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	22 	668.6166   	-2,021.5880	4,547.9524	 	 	 	10.9797     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	23 	668.7292   	-2,021.4934	4,547.9599	 	 	 	11.0268     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	24 	668.6897   	-2,021.4433	4,547.9345	 	 	 	11.0251     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	25 	481.6225   	-2,239.2780	4,650.7105	 	 	 	11.1650     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	26 	481.5742   	-2,239.2489	4,650.6194	 	 	 	11.0950     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	27 	481.3414   	-2,239.1173	4,650.5822	 	 	 	11.1174     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	28 	183.2760   	-2,231.6110	4,648.9068	 	 	 	12.7892     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	29 	183.1843   	-2,231.7412	4,648.9737	 	 	 	12.7943     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	30 	183.3186   	-2,231.6860	4,648.9304	 	 	 	12.7786     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	31 	-5.2372    	-2,019.8625	4,551.0682	 	 	 	14.5082     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	32 	-5.1700    	-2,019.8892	4,551.0247	 	 	 	14.4575     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	33 	-5.1846    	-2,019.8073	4,551.0537	 	 	 	14.5186     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	34 	-184.1002  	-2,235.3289	4,650.6267	 	 	 	12.7469     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	35 	-184.2513  	-2,234.9116	4,650.3414	 	 	 	12.6666     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	36 	-184.3712  	-2,234.9004	4,650.3814	 	 	 	12.7075     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	37 	-491.3980  	-2,225.7707	4,644.3387	 	 	 	11.1199     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	38 	-491.2503  	-2,225.4139	4,644.2136	 	 	 	11.1588     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	39 	-491.3303  	-2,225.7026	4,644.4039	 	 	 	11.2079     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	40 	-681.7500  	-2,015.2177	4,544.9586	 	 	 	10.9347     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	41 	-681.8783  	-2,015.3072	4,544.9672	 	 	 	10.9044     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	42 	-682.1620  	-2,015.5345	4,545.0575	 	 	 	10.8892     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	43 	-860.1319  	-2,227.8243	4,641.0767	 	 	 	7.2796      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	44 	-860.2386  	-2,227.9305	4,641.1625	 	 	 	7.3119      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	45 	-860.3891  	-2,227.8780	4,641.1156	 	 	 	7.2919      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	46 	-1,160.5554	-2,230.0547	4,636.9216	 	 	 	2.5586      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	47 	-1,160.7662	-2,230.0072	4,636.9366	 	 	 	2.5924      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	48 	-1,160.4927	-2,229.9711	4,636.9264	 	 	 	2.5985      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	49 	-1,344.7342	-2,015.3188	4,533.3897	 	 	 	0.4002      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	50 	-1,344.7784	-2,015.4397	4,533.4441	 	 	 	0.3979      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	51 	-1,344.7983	-2,015.4821	4,533.4570	 	 	 	0.3915      	Device Position 1	38.1 	V20003907682
Checked	M1_4   	52 	-1,530.1089	-2,234.9246	4,630.7058	 	 	 	-5.1542     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	53 	-1,530.0777	-2,234.9463	4,630.7316	 	 	 	-5.1401     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	54 	-1,530.1627	-2,235.0609	4,630.7059	 	 	 	-5.2122     	Device Position 1	38.1 	V20003907682
Checked	M1_4   	55 	-1,830.8016	-2,237.7584	4,623.2795	 	 	 	-13.0918    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	56 	-1,830.8295	-2,237.7462	4,623.3729	 	 	 	-13.0020    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	57 	-1,830.7524	-2,237.8530	4,623.4840	 	 	 	-12.9471    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	58 	-2,020.6366	-2,015.5444	4,514.0697	 	 	 	-17.2001    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	59 	-2,020.4748	-2,015.4477	4,514.0940	 	 	 	-17.1370    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	60 	-2,020.5279	-2,015.5138	4,514.0507	 	 	 	-17.2044    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	61 	-2,198.1660	-2,241.9125	4,612.8948	 	 	 	-24.2709    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	62 	-2,197.9529	-2,241.8481	4,612.8487	 	 	 	-24.2852    	Device Position 1	38.1 	V20003907682
Checked	M1_4   	63 	-2,197.8541	-2,241.8447	4,612.9053	 	 	 	-24.2325    	Device Position 1	38.1 	V20003907682
