Enabled	Feature	ID	x        	y         	z         	i	j	k	Dev From Fit	Device Position  	Probe	Device Name
Checked	M1_8   	1 	-502.7351	460.1069  	3,342.6838	 	 	 	-2.7123     	Device Position 1	38.1 	V20003907682
Checked	M1_8   	2 	-502.7307	460.0703  	3,342.7462	 	 	 	-2.6741     	Device Position 1	38.1 	V20003907682
Checked	M1_8   	3 	-502.7224	459.9811  	3,342.7589	 	 	 	-2.7043     	Device Position 1	38.1 	V20003907682
Checked	M1_8   	4 	-881.7405	463.7442  	3,336.2323	 	 	 	-4.6638     	Device Position 1	38.1 	V20003907682
Checked	M1_8   	5 	-881.8051	463.4596  	3,336.3006	 	 	 	-4.7350     	Device Position 1	38.1 	V20003907682
Checked	M1_8   	6 	-881.8028	463.3456  	3,336.3738	 	 	 	-4.7231     	Device Position 1	38.1 	V20003907682
Checked	M1_8   	7 	-691.1093	691.8074  	3,222.4469	 	 	 	-0.6404     	Device Position 1	38.1 	V20003907682
Checked	M1_8   	8 	-691.1421	692.0841  	3,222.2846	 	 	 	-0.6556     	Device Position 1	38.1 	V20003907682
Checked	M1_8   	9 	-691.1822	692.0296  	3,222.3290	 	 	 	-0.6413     	Device Position 1	38.1 	V20003907682
Checked	M1_8   	10	-503.1500	901.3675  	3,116.6758	 	 	 	1.9081      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	11	-503.1713	901.2779  	3,116.7278	 	 	 	1.9127      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	12	-503.1540	901.3080  	3,116.6919	 	 	 	1.8949      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	13	-859.0301	909.7772  	3,108.0785	 	 	 	0.1446      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	14	-859.0192	909.7460  	3,108.0321	 	 	 	0.0888      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	15	-859.0362	909.8730  	3,108.0504	 	 	 	0.1642      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	16	-874.9388	1,122.2426	2,997.7761	 	 	 	1.1440      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	17	-874.9151	1,122.0445	2,997.8481	 	 	 	1.1157      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	18	-874.9266	1,122.0846	2,997.8218	 	 	 	1.1111      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	19	-533.6929	1,136.2890	2,994.6912	 	 	 	3.0629      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	20	-533.6963	1,136.2146	2,994.7370	 	 	 	3.0690      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	21	-533.6552	1,136.1655	2,994.7728	 	 	 	3.0777      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	22	-693.6412	1,340.3917	2,886.4375	 	 	 	2.7841      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	23	-690.3605	1,340.7209	2,886.2626	 	 	 	2.7640      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	24	-689.3481	1,340.8172	2,886.2381	 	 	 	2.7814      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	25	-475.4726	1,578.5065	2,763.4548	 	 	 	3.1753      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	26	-475.4603	1,578.4018	2,763.4907	 	 	 	3.1584      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	27	-475.4951	1,578.4228	2,763.4847	 	 	 	3.1631      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	28	-866.5925	1,588.3430	2,753.7032	 	 	 	1.2444      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	29	-866.5364	1,588.0221	2,753.8044	 	 	 	1.1848      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	30	-866.4907	1,587.7405	2,753.9638	 	 	 	1.1951      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	31	-873.7153	1,801.8113	2,640.4272	 	 	 	0.0273      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	32	-873.7558	1,801.9654	2,640.3304	 	 	 	0.0133      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	33	-873.7628	1,802.0093	2,640.3321	 	 	 	0.0352      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	34	-535.7107	1,795.5408	2,647.9437	 	 	 	1.9244      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	35	-535.5921	1,795.2462	2,648.0889	 	 	 	1.9156      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	36	-535.6277	1,795.2947	2,648.0575	 	 	 	1.9105      	Device Position 1	38.1 	V20003907682
Checked	M1_8   	37	-655.9523	2,013.9328	2,530.1692	 	 	 	-0.3728     	Device Position 1	38.1 	V20003907682
