Enabled	Feature	ID 	x          	y          	z         	i	j	k	Dev From Fit	Device Position  	Probe	Device Name
Checked	M1_7   	1  	-2,870.6520	2,152.1154 	2,390.4668	 	 	 	-22.8026    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	2  	-2,870.6739	2,152.0540 	2,390.4499	 	 	 	-22.8446    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	3  	-2,870.6394	2,152.1249 	2,390.4729	 	 	 	-22.7932    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	4  	-2,521.5652	2,197.8708 	2,381.7610	 	 	 	-18.8469    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	5  	-2,521.5818	2,197.7806 	2,381.7863	 	 	 	-18.8642    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	6  	-2,521.5707	2,197.7189 	2,381.8084	 	 	 	-18.8724    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	7  	-2,677.0027	2,057.6962 	2,450.0358	 	 	 	-16.6405    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	8  	-2,676.9414	2,057.7253 	2,450.0160	 	 	 	-16.6467    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	9  	-2,676.9478	2,057.7170 	2,450.0181	 	 	 	-16.6484    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	10 	-2,854.0598	1,833.5103 	2,561.3148	 	 	 	-13.0377    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	11 	-2,854.0313	1,833.3258 	2,561.3784	 	 	 	-13.0641    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	12 	-2,854.0738	1,833.3239 	2,561.3626	 	 	 	-13.0780    	Device Position 1	38.1 	V20003907682
Checked	M1_7   	13 	-2,519.2354	1,842.1294 	2,571.9643	 	 	 	-8.0380     	Device Position 1	38.1 	V20003907682
Checked	M1_7   	14 	-2,519.2251	1,842.1365 	2,571.9566	 	 	 	-8.0419     	Device Position 1	38.1 	V20003907682
Checked	M1_7   	15 	-2,519.2444	1,842.1746 	2,571.9538	 	 	 	-8.0269     	Device Position 1	38.1 	V20003907682
Checked	M1_7   	16 	-2,869.7707	1,546.3582 	2,712.3526	 	 	 	-6.1013     	Device Position 1	38.1 	V20003907682
Checked	M1_7   	17 	-2,869.6962	1,546.4640 	2,712.3130	 	 	 	-6.0913     	Device Position 1	38.1 	V20003907682
Checked	M1_7   	18 	-2,869.7282	1,546.4100 	2,712.3015	 	 	 	-6.1249     	Device Position 1	38.1 	V20003907682
Checked	M1_7   	19 	-2,515.5910	1,557.2154 	2,722.8238	 	 	 	-0.7439     	Device Position 1	38.1 	V20003907682
Checked	M1_7   	20 	-2,515.6279	1,557.2985 	2,722.8632	 	 	 	-0.6706     	Device Position 1	38.1 	V20003907682
Checked	M1_7   	21 	-2,515.6381	1,557.2667 	2,722.8434	 	 	 	-0.7022     	Device Position 1	38.1 	V20003907682
Checked	M1_7   	22 	-2,682.4069	1,402.5531 	2,796.7046	 	 	 	0.2767      	Device Position 1	38.1 	V20003907682
