P51V1,678.0
P51V2,687.0
P51V3,414.0
P51V4,423.0
P51V5,541.0
P52V1,350.0
P52V2,596.0
P52V4,370.0
P52V5,343.0
P53V2,-131.0
P54V1,157.0
P54V2,182.0
P55V2,170.0
P55V4,132.0
P58V2,171.0
P58V3,148.0
P58V4,332.0
P58V5,142.0
P61V2,319.0
P61V4,285.0
P62V1,219.0
P62V2,293.0
P62V5,187.0
P63V3,213.0
P64V3,-307.0
P64V4,-263.0
P65V1,163.0
P66V1,183.0
P66V3,150.0
P67V4,-160.0
P67V5,-130.0
P71V1,147.0
P72V2,248.0
P72V4,192.0
P73V1,194.0
P73V2,-163.0
P73V4,-246.0
P74V1,-149.0
P74V2,-216.0
P74V3,-189.0
P74V4,-256.0
P74V5,-169.0
P75V1,131.0
P75V2,130.0
P76V4,-142.0
P77V1,-140.0
P77V5,-133.0
P78V4,194.0
P79V3,190.0
P79V4,173.0
P79V5,142.0
P81V1,493.0
P81V2,431.0
P81V3,716.0
P81V4,654.0
P81V5,-406.0
P82V3,-241.0
P82V4,-194.0
P83V2,-223.0
P83V4,-287.0
P84V1,-238.0
P84V3,-182.0
P89V1,188.0
P89V2,149.0
P89V5,217.0
P93V1,-187.0
P93V2,-167.0
P93V3,-152.0
P93V4,-133.0
P93V5,-143.0
P94V1,-485.0
P94V3,-139.0
P94V4,267.0
P94V5,-225.0
P95V2,-174.0
P95V5,-145.0
P96V1,-267.0
P96V2,-184.0
P96V3,-166.0
P96V5,-179.0
P97V2,-139.0
P97V4,-202.0
