Enabled,Feature,ID,x,y,z,i,j,k,Dev From Fit,Device Position,Probe,Device Name
Checked,M1_Upper_Right,217,1397.690014,-1257.991265,2923.813431,,,,-0.32491,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,219,1473.500767,-1257.940586,2886.256742,,,,-0.307412,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,220,1511.00828,-1257.915311,2866.760311,,,,-0.306621,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,216,1359.34337,-1258.015786,2941.851996,,,,-0.305668,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,218,1435.702402,-1257.965636,2905.274049,,,,-0.301503,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,221,1548.304812,-1257.889972,2846.738214,,,,-0.295028,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,215,1320.897534,-1258.040649,2959.335382,,,,-0.293618,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,225,1694.681276,-1257.787467,2761.925322,,,,-0.28101,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,213,1243.273855,-1258.090115,2992.807687,,,,-0.260502,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,234,2006.474055,-1257.552365,2544.003701,,,,-0.259736,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,226,1730.582216,-1257.761406,2739.502262,,,,-0.256603,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,233,1973.08979,-1257.578574,2570.021705,,,,-0.25289,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,208,1045.428501,-1258.211358,3067.672429,,,,-0.250727,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,232,1939.425563,-1257.604681,2595.562202,,,,-0.249145,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,223,1622.035949,-1257.838234,2805.242725,,,,-0.243548,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,231,1905.405983,-1257.630804,2620.673319,,,,-0.240444,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,214,1282.153396,-1258.065102,2976.3028,,,,-0.240387,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,211,1164.729714,-1258.138801,3024.280238,,,,-0.23618,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,212,1204.055762,-1258.114346,3008.805861,,,,-0.235142,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,206,965.016807,-1258.258786,3093.952411,,,,-0.234548,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,222,1585.317535,-1257.863597,2826.184167,,,,-0.233933,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,224,1658.501737,-1257.812452,2783.78678,,,,-0.233597,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,236,2072.127757,-1257.499094,2490.684413,,,,-0.233005,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,235,2039.472762,-1257.525537,2517.542493,,,,-0.23262,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,205,924.56079,-1258.282166,3106.308049,,,,-0.231945,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,203,843.128679,-1258.328802,3129.44417,,,,-0.227671,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,228,1801.400693,-1257.709154,2693.341238,,,,-0.227382,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,230,1871.045589,-1257.656891,2645.343593,,,,-0.227051,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,210,1125.131516,-1258.162907,3039.254217,,,,-0.22486,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,207,1005.262874,-1258.234933,3081.070481,,,,-0.224163,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,204,883.922474,-1258.30553,3118.13521,,,,-0.223658,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,209,1085.402554,-1258.186988,3053.694465,,,,-0.220266,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,229,1836.376905,-1257.682883,2669.55866,,,,-0.216369,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,237,2104.394998,-1257.47242,2463.406267,,,,-0.214107,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,242,2260.437283,-1257.340133,2320.768883,,,,-0.210524,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,227,1766.143578,-1257.734836,2716.611269,,,,-0.207975,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,200,719.984132,-1258.397048,3160.103782,,,,-0.203039,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,202,802.175308,-1258.351545,3140.189597,,,,-0.199501,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,238,2136.341221,-1257.445746,2435.665793,,,,-0.187256,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,198,637.193136,-1258.44157,3177.863671,,,,-0.184056,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,201,761.137651,-1258.374112,3150.398617,,,,-0.183678,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,15,-2632.431242,-1257.637099,-1884.768658,,,,-0.182558,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,243,2290.488528,-1257.313079,2291.016455,,,,-0.181168,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,240,2199.104385,-1257.392757,2379.035036,,,,-0.180563,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,244,2320.173517,-1257.286327,2260.885853,,,,-0.177768,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,241,2229.951742,-1257.366192,2350.082617,,,,-0.174865,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,14,-2607.552112,-1257.610695,-1918.954616,,,,-0.173661,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,197,595.686993,-1258.463551,3185.918452,,,,-0.173299,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,246,2378.288967,-1257.233275,2199.538346,,,,-0.169275,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,245,2349.419224,-1257.259754,2230.396476,,,,-0.16114,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,239,2167.930755,-1257.41909,2407.502191,,,,-0.160043,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,199,678.601647,-1258.41897,3169.226391,,,,-0.156771,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,248,2434.85914,-1257.180313,2136.595044,,,,-0.151298,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,196,554.030705,-1258.485144,3193.424912,,,,-0.148574,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,31,-2966.739699,-1258.046271,-1297.956793,,,,-0.138254,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,42,-3122.487618,-1258.310281,-859.88785,,,,-0.138246,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,250,2489.659463,-1257.127409,2072.329572,,,,-0.137984,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,247,2406.766383,-1257.206645,2168.228057,,,,-0.134726,Device Position 1,38.1,V20003907682
Checked,M1_Upper_Right,45,-3153.900276,-1258.379022,-736.924286,,,,-0.1336,Device Position 1,38.1,V20003907682
