Enabled	Feature	ID 	x          	y          	z          	i	j	k	Dev From Fit	Device Position  	Probe	Device Name
Checked	M2_1   	1  	-1,914.6587	-3,946.7990	-2,132.2918	 	 	 	29.0769     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	2  	-1,914.9632	-3,946.8046	-2,132.8701	 	 	 	28.8723     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	3  	-1,914.9752	-3,946.8071	-2,132.8618	 	 	 	28.8721     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	4  	-1,914.9924	-3,946.8648	-2,132.9021	 	 	 	28.8038     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	5  	-1,915.1060	-3,946.8331	-2,132.9331	 	 	 	28.8186     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	6  	-1,934.2437	-4,073.6633	-1,810.2944	 	 	 	11.1423     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	7  	-1,935.1913	-4,073.9171	-1,809.4654	 	 	 	11.1232     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	8  	-1,935.1216	-4,073.8946	-1,809.5929	 	 	 	11.1069     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	9  	-2,103.0230	-3,993.0867	-1,989.4960	 	 	 	22.1715     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	10 	-2,103.0172	-3,993.0589	-1,989.5484	 	 	 	22.1812     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	11 	-2,103.0706	-3,992.9966	-1,989.6925	 	 	 	22.1916     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	12 	-2,269.7329	-3,918.7491	-2,148.6980	 	 	 	33.7927     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	13 	-2,270.9539	-3,918.7020	-2,148.5800	 	 	 	33.8179     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	14 	-2,272.1972	-3,918.7727	-2,148.2418	 	 	 	33.8012     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	15 	-2,285.8752	-4,047.3671	-1,821.3648	 	 	 	16.0665     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	16 	-2,285.8710	-4,047.3073	-1,821.5386	 	 	 	16.0677     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	17 	-2,285.9021	-4,047.3005	-1,821.5232	 	 	 	16.0777     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	18 	-2,291.5327	-4,160.5759	-1,527.4507	 	 	 	2.7183      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	19 	-2,291.5285	-4,160.5379	-1,527.5854	 	 	 	2.7114      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	20 	-2,291.5296	-4,160.5220	-1,527.6462	 	 	 	2.7070      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	21 	-1,936.9670	-4,187.1029	-1,515.6416	 	 	 	-2.0510     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	22 	-1,937.0475	-4,187.0911	-1,515.6649	 	 	 	-2.0509     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	23 	-1,937.0377	-4,187.0877	-1,515.6645	 	 	 	-2.0472     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	24 	-1,929.8878	-4,322.7525	-1,154.5024	 	 	 	-14.5299    	Device Position 1	38.1 	V20003907682
Checked	M2_1   	25 	-1,929.9572	-4,322.7158	-1,154.5478	 	 	 	-14.5130    	Device Position 1	38.1 	V20003907682
Checked	M2_1   	26 	-1,929.8809	-4,322.7051	-1,154.6384	 	 	 	-14.5283    	Device Position 1	38.1 	V20003907682
Checked	M2_1   	27 	-2,099.8889	-4,245.6053	-1,335.2642	 	 	 	-7.3022     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	28 	-2,099.7312	-4,245.6737	-1,335.1367	 	 	 	-7.3188     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	29 	-2,099.9763	-4,245.6352	-1,335.1585	 	 	 	-7.3008     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	30 	-2,296.4875	-4,179.2330	-1,477.5794	 	 	 	0.7894      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	31 	-2,296.5663	-4,179.2479	-1,477.5586	 	 	 	0.7782      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	32 	-2,296.7255	-4,179.2180	-1,477.5937	 	 	 	0.7879      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	33 	-2,313.9965	-4,300.9190	-1,150.0005	 	 	 	-10.3624    	Device Position 1	38.1 	V20003907682
Checked	M2_1   	34 	-2,313.9747	-4,300.9179	-1,150.0190	 	 	 	-10.3663    	Device Position 1	38.1 	V20003907682
Checked	M2_1   	35 	-2,313.9813	-4,300.8490	-1,150.2162	 	 	 	-10.3644    	Device Position 1	38.1 	V20003907682
Checked	M2_1   	36 	-2,580.7257	-4,158.6686	-1,478.0010	 	 	 	6.8434      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	37 	-2,580.6226	-4,158.6830	-1,478.0047	 	 	 	6.8334      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	38 	-2,580.6095	-4,158.6933	-1,477.9716	 	 	 	6.8349      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	39 	-2,589.0965	-4,289.9443	-1,126.6193	 	 	 	-5.3400     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	40 	-2,589.1686	-4,289.9216	-1,126.6541	 	 	 	-5.3331     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	41 	-2,589.1605	-4,289.9177	-1,126.6467	 	 	 	-5.3267     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	42 	-2,795.8671	-4,200.4616	-1,322.5254	 	 	 	6.9980      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	43 	-2,795.7931	-4,200.4643	-1,322.5848	 	 	 	6.9799      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	44 	-2,795.7551	-4,200.4642	-1,322.6384	 	 	 	6.9647      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	45 	-2,991.1398	-4,132.4954	-1,457.5578	 	 	 	18.9900     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	46 	-2,991.2563	-4,132.4742	-1,457.5738	 	 	 	18.9995     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	47 	-2,991.1576	-4,132.4836	-1,457.5936	 	 	 	18.9889     	Device Position 1	38.1 	V20003907682
Checked	M2_1   	48 	-2,998.3991	-4,251.8569	-1,138.9873	 	 	 	7.6340      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	49 	-2,998.6951	-4,251.6739	-1,139.3929	 	 	 	7.6636      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	50 	-2,998.6698	-4,251.6790	-1,139.3917	 	 	 	7.6604      	Device Position 1	38.1 	V20003907682
Checked	M2_1   	51 	-1,929.1393	-4,438.8134	-835.7878  	 	 	 	-22.3427    	Device Position 1	38.1 	V20003907682
Checked	M2_1   	52 	-1,929.2444	-4,438.8165	-835.7871  	 	 	 	-22.3503    	Device Position 1	38.1 	V20003907682
Checked	M2_1   	53 	-1,929.3475	-4,438.8286	-835.7407  	 	 	 	-22.3518    	Device Position 1	38.1 	V20003907682
Checked	M2_1   	54 	-1,928.0396	-4,565.1323	-478.9790  	 	 	 	-27.6571    	Device Position 1	38.1 	V20003907682
