Enabled	Feature	ID	x         	y          	z          	i	j	k	Dev From Fit	Device Position  	Probe	Device Name
Checked	M2_3   	1 	1,150.2337	-3,696.7656	-2,825.4482	 	 	 	9.3644      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	2 	1,150.1830	-3,696.5299	-2,825.9283	 	 	 	9.4103      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	3 	1,150.1565	-3,696.4675	-2,826.1400	 	 	 	9.3922      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	4 	1,175.1754	-3,841.2984	-2,477.7803	 	 	 	0.9530      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	5 	1,175.2445	-3,841.2513	-2,477.9246	 	 	 	0.9410      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	6 	1,175.4027	-3,841.2558	-2,477.8154	 	 	 	0.9698      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	7 	1,379.5774	-3,757.8198	-2,659.5257	 	 	 	3.1083      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	8 	1,379.6268	-3,757.8048	-2,659.5301	 	 	 	3.1185      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	9 	1,379.5738	-3,757.8513	-2,659.4320	 	 	 	3.1134      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	10	1,556.8132	-3,692.3479	-2,795.7051	 	 	 	6.3764      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	11	1,556.7295	-3,692.3520	-2,795.7728	 	 	 	6.3515      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	12	1,556.6033	-3,692.3529	-2,795.7840	 	 	 	6.3522      	Device Position 1	38.1 	V20003907682
Checked	M2_3   	13	1,557.5989	-3,829.2079	-2,468.6558	 	 	 	-1.3698     	Device Position 1	38.1 	V20003907682
Checked	M2_3   	14	1,557.4498	-3,829.2610	-2,468.5989	 	 	 	-1.3917     	Device Position 1	38.1 	V20003907682
Checked	M2_3   	15	1,557.6312	-3,829.2164	-2,468.5859	 	 	 	-1.3535     	Device Position 1	38.1 	V20003907682
Checked	M2_3   	16	1,169.5296	-3,961.9167	-2,181.4954	 	 	 	-2.6524     	Device Position 1	38.1 	V20003907682
Checked	M2_3   	17	1,169.6988	-3,961.9885	-2,181.2380	 	 	 	-2.6325     	Device Position 1	38.1 	V20003907682
Checked	M2_3   	18	1,169.7659	-3,961.9228	-2,181.4404	 	 	 	-2.6484     	Device Position 1	38.1 	V20003907682
Checked	M2_3   	19	1,168.0049	-4,103.6601	-1,823.0625	 	 	 	-3.3663     	Device Position 1	38.1 	V20003907682
Checked	M2_3   	20	1,168.1237	-4,103.6959	-1,822.8549	 	 	 	-3.3290     	Device Position 1	38.1 	V20003907682
Checked	M2_3   	21	1,167.4097	-4,103.6792	-1,822.9490	 	 	 	-3.3163     	Device Position 1	38.1 	V20003907682
Checked	M2_3   	22	1,356.6190	-4,021.9016	-2,013.4757	 	 	 	-5.2807     	Device Position 1	38.1 	V20003907682
Checked	M2_3   	23	1,356.7053	-4,021.9224	-2,013.3839	 	 	 	-5.2703     	Device Position 1	38.1 	V20003907682
