P23V4,-311,x
P23V5,-198,x
P24V3,207,x
P26V4,-231,x
P26V5,-238,x
P33V3,-204,x
P35V3,-204,x
P36V5,-287,x
P38V2,-198,x
P38V5,-298,x
P43V5,-208,x
P48V4,321,x
