P51V4,-244,x
P53V3,-213,x
P58V1,265,x
P58V2,242,x
P61V4,-206,x
P69V5,-209,x
P75V2,251,x
P78V4,242,x
P79V2,275,x
P79V5,-283,x
P82V3,205,x
P82V5,213,x
P88V2,-210,x
P88V5,-291,x
P93V1,-269,x
P96V3,-213,x
