-1996.29	-276.72	-3146.15
-1921.11	-279.79	-3146.37
-1830.38	-282.57	-3146.53
-1750.20	-279.75	-3146.62
-1675.56	-276.65	-3146.64
-1574.35	-268.88	-3146.56
-1460.20	-267.83	-3146.25
-1454.68	-270.03	-3144.15
-1392.96	-272.19	-3145.99
-1347.30	-271.01	-3145.79
-1344.78	-182.69	-3146.10
-1430.23	-188.72	-3146.44
-1534.53	-192.85	-3146.73
-1600.91	-191.07	-3146.88
-1680.65	-199.09	-3146.94
-1740.77	-195.92	-3146.95
-1788.77	-197.14	-3146.91
-1845.28	-190.69	-3146.87
-1927.67	-191.66	-3146.31
-2016.74	-193.01	-3146.40
-2024.84	-98.39	-3146.58
-1968.26	-92.49	-3146.80
-1925.05	-93.52	-3146.92
-1864.84	-91.76	-3147.06
-1809.31	-90.75	-3147.14
-1733.01	-88.66	-3147.19
-1659.99	-81.01	-3147.19
-1589.14	-72.96	-3147.08
-1497.85	-73.10	-3146.90
-1388.87	-71.61	-3146.53
-1368.65	-89.09	-3146.42
-1462.30	-94.23	-3146.76
-1533.52	-98.11	-3146.96
-1596.81	-93.14	-3147.10
-1701.27	-96.90	-3147.18
-1795.16	-97.55	-3147.15
-1873.18	-98.54	-3147.03
-1944.18	-99.41	-3146.87
-1982.02	-97.73	-3146.76
-2028.19	-97.38	-3146.57
-2028.15	-43.74	-3146.64
-1976.27	-42.81	-3146.84
-1928.38	-38.34	-3146.97
-1883.15	-37.04	-3147.09
-1830.21	-31.50	-3147.17
-1753.44	-19.94	-3147.12
-1684.22	-13.63	-3147.25
-1583.81	-3.39	-3147.11
-1499.79	2.27	-3146.94
-1392.23	6.32	-3146.58
-1340.42	76.24	-3146.31
-1417.46	83.04	-3146.62
-1489.67	85.78	-3146.85
-1569.44	88.40	-3147.03
-1681.75	87.69	-3147.18
-1763.33	84.29	-3147.18
-1842.18	87.94	-3147.09
-1897.97	85.80	-3146.99
-1951.30	86.80	-3146.86
-2013.37	91.17	-3146.65
-2028.11	157.65	-3146.46
-1963.70	175.67	-3146.63
-1861.31	183.93	-3146.85
-1824.23	187.19	-3146.91
-1772.63	188.35	-3146.96
-1726.37	188.41	-3146.97
-1665.93	187.15	-3146.97
-1603.42	185.96	-3146.91
-1536.44	182.92	-3146.78
-1537.37	182.86	-3146.78
-1423.23	185.69	-3146.44
-1346.87	190.07	-3146.11
-1343.35	253.62	-3145.84
-1423.81	244.43	-3146.21
-1520.39	242.59	-3146.53
-1568.47	241.89	-3146.64
-1618.49	240.37	-3146.74
-1663.54	238.94	-3146.79
-1720.72	240.24	-3146.82
-1772.19	239.93	-3146.79
-1829.59	239.40	-3146.74
-1883.70	235.67	-3146.63
-1933.23	230.84	-3146.54
-2004.07	230.50	-3146.33
-2013.42	307.45	-3145.95
-1952.84	310.94	-3146.15
-1886.42	311.17	-3146.30
-1825.76	311.73	-3146.40
-1768.29	311.49	-3146.48
-1716.10	311.71	-3146.49
-1652.93	312.71	-3146.47
-1577.35	312.41	-3146.37
-1505.40	311.26	-3146.19
-1441.57	312.36	-3145.99
-1391.54	310.41	-3145.82
-1344.07	308.10	-3145.61
-1407.28	-259.92	-3146.10
-1615.71	-273.19	-3146.58
-1883.19	-275.60	-3146.47
-1637.88	-42.57	-3147.19
-1677.58	-5.61	-3147.22
-1650.33	37.41	-3147.19
-1596.92	11.24	-3147.15
-1614.38	-41.73	-3147.15
