# x y z x_res y_res z_res
-6.771573498324565890e+02 3.074549401825304813e+03 -6.157477375843387790e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.693578349596606358e-02
-8.557581894583693156e+02 3.242199933802111900e+03 -6.993238288216950593e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.479989767036784087e-02
-4.849279280664347311e+02 3.242453326630733500e+03 -6.620952160267769671e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.287479943169557828e-02
-4.871195407140933753e+02 2.822105796097422626e+03 -5.097969297645561682e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.581304161128343821e-03
-8.600978252918545195e+02 2.823325987368980350e+03 -5.483739747262318787e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.893577745349261932e-02
-1.152773544996365217e+03 3.243542433186132712e+03 -7.445127159918203574e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.285280797717859969e-02
-1.344790976714110911e+03 3.076925207767348638e+03 -7.181332265226318157e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.848916363461341916e-02
-1.526051342639056202e+03 3.243241330885611205e+03 -8.189953074223583940e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.933207403960750526e-04
-1.153515356035624109e+03 2.825637372018760288e+03 -5.939117068565379043e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.926068611640687323e-03
-1.529859867297858045e+03 2.825438176165279856e+03 -6.700512341904511970e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.573100659298631854e-02
-1.885078744811657430e+02 3.238272573290281343e+03 -6.454713437129794329e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.818429468692329465e-02
-1.914114789431813506e+02 2.822342114698322803e+03 -4.946130212344388610e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.173715886965851496e-01
1.847911917279548675e+02 2.822495998882606727e+03 -4.944757963607539608e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.823951687159990342e-02
1.870258793592887798e+02 3.242813412825817522e+03 -6.471810761141659896e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.989144763721697018e-02
-4.973271441955736449e+00 3.072477819057759461e+03 -5.803570514636790989e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.997604243503928956e-03
1.861492337977429372e+02 2.492408193916932760e+03 -3.883371610335480284e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.143654936954732193e-01
-3.518527545467189821e+00 2.321903620347781271e+03 -3.356423453232279996e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.328252613996767195e-02
-1.880972017865034616e+02 2.488609268834212799e+03 -3.872425188105607674e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.052363934119568967e-01
-1.898364385435394297e+02 2.071379035871182623e+03 -2.709727412851171735e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.307546249637958624e-01
1.843527159847274106e+02 2.071784288880950498e+03 -2.709168945222750580e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.658709608717686024e-02
4.800292548523343612e+02 2.821077092021391763e+03 -5.089261408212393434e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.492079747363391107e-02
6.663051486923067159e+02 3.072146273667741752e+03 -6.137663183556939828e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.300021181284250815e-03
8.587629726158384074e+02 3.241871642218151010e+03 -6.995839669803608274e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.897136533363436683e-04
4.818804828108970923e+02 3.237968270655505421e+03 -6.601457360626694992e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.740767711564842557e-02
8.565255005969567037e+02 2.820769635226354694e+03 -5.470430916262485255e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.064739824836948401e-02
1.818770178700171982e+03 3.242141422629744284e+03 -8.912759613077606957e+01 0.000000000000000000e+00 0.000000000000000000e+00 -7.376554048548200626e-03
2.194653219463789810e+03 3.245309370546898208e+03 -1.003807128839143559e+02 0.000000000000000000e+00 0.000000000000000000e+00 -9.401796551136953894e-02
2.002965181336331398e+03 3.075550218668106027e+03 -8.819359501966046366e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.514697223847917940e-02
1.816209459508400187e+03 2.825860006349090327e+03 -7.421546318657765084e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.909799453555763193e-02
2.190778163096993921e+03 2.823356917709060326e+03 -8.533771977646073026e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.484010726442335226e-01
1.526569807528385127e+03 3.245493969456238119e+03 -8.199718690819861422e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.134152908120313441e-02
1.336019187434244714e+03 3.075740454120013965e+03 -7.159387710937127736e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.133235196070472739e-02
1.525315354483032706e+03 2.825870934481073618e+03 -6.691513427001088132e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.199983921465388903e-02
1.151575081996775225e+03 2.826562705813211323e+03 -5.938860642008476276e+01 0.000000000000000000e+00 0.000000000000000000e+00 -6.038170610942472649e-03
1.152088982462664262e+03 3.241481484848863147e+03 -7.436050210078136047e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.902918934472609180e-02
4.818768575552799689e+02 2.488863889467814715e+03 -4.024216287123369540e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.074784471921446993e-02
6.670695484228033365e+02 2.323676092396507556e+03 -3.704102599414449060e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.711452033965855435e-02
4.803303123455993955e+02 2.073726525551064697e+03 -2.866559523352698591e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.283440391903340583e-02
8.571389208070668246e+02 2.493287744137804566e+03 -4.422471061814898263e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.937962702162735695e-03
8.555092079114061789e+02 2.072958892336707777e+03 -3.252310290716659580e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.659367440674344607e-02
1.152086866778896365e+03 2.489340043168652301e+03 -4.863339050577306466e+01 0.000000000000000000e+00 0.000000000000000000e+00 -9.942865291037605857e-03
1.148961204640561391e+03 2.073028605321022951e+03 -3.706331218762264967e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.328564289910417529e-02
1.335949993882682293e+03 2.323435090022137047e+03 -4.730749861369228881e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.901754746557628550e-02
1.528280766414534810e+03 2.492330578153361785e+03 -5.639722971135219609e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.655268640284560888e-02
1.525579674169973487e+03 2.071631696752135667e+03 -4.476999856383552867e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.509875348081891389e-02
-4.835763000975364321e+02 1.745305834123602381e+03 -2.095851699252930089e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.129052039184259115e-02
-8.564638840134064139e+02 1.743626501797792571e+03 -2.481529138690372349e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.247051003446287609e-02
-8.587023316226914176e+02 1.325121425966982088e+03 -1.689091336489919470e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.286389178032635527e-02
-6.749715190502812447e+02 1.578642923779432294e+03 -1.925754623358260531e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.335502306135907702e-02
-4.841097501135317884e+02 1.327349635440310749e+03 -1.297689737429544365e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.112745345613170400e-02
-6.748151480056895934e+02 2.324281097670500912e+03 -3.713810540006167571e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.112242939589805246e-02
-8.554654091334600707e+02 2.489688098021966198e+03 -4.409419503668370055e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.710467159293926898e-02
-4.826277799522977148e+02 2.491981933121975544e+03 -4.034203522186846413e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.604711056824271509e-02
-8.588968047158288073e+02 2.072822599957642524e+03 -3.256451871481287696e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.762752177981099067e-02
-4.853334370319451523e+02 2.073113669471921185e+03 -2.868741020601204994e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.367848424738895119e-02
-1.146946075745892131e+03 2.079530132458879052e+03 -3.719219388730817144e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.942283404582667572e-02
-1.148624384832096439e+03 2.499444572084632455e+03 -4.887664499204910129e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.581961227048793717e-03
-1.523259465428468275e+03 2.076703676948445263e+03 -4.484311842964051920e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.713803572305749867e-02
-1.524635206495832790e+03 2.492626644519227739e+03 -5.632157734948890493e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.956525183351942587e-02
-1.338826578237165222e+03 2.326697052371549034e+03 -4.745790655553224013e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.359228435113493560e-03
-1.828815909794105210e+03 2.817422735048292907e+03 -7.427842508666263655e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.030722543414697157e-02
-2.203599632892866339e+03 2.821073776027946678e+03 -8.568129818831779687e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.902610442106492883e-03
-1.821136311229672629e+03 3.230941714208764552e+03 -8.876771092976080979e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.252833106155208043e-03
-2.015056325235400891e+03 3.068368089631443127e+03 -8.829594100538406565e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.270525038427194886e-02
-2.194167955780780176e+03 3.231150390797490218e+03 -9.983364920093674755e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.888751892030882118e-02
-2.861830078295542080e+03 2.487522080859288963e+03 -1.000652935137146216e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.109591841097028464e-02
-2.864397445466826866e+03 2.071605743755775165e+03 -8.916981018588172958e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.810966632237125395e-02
-2.679426975550935822e+03 2.321762613487053386e+03 -8.794848691201042357e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.953670537022048848e-02
-2.491256064207057534e+03 2.069908515384799557e+03 -7.418154216753994490e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.798754924269644562e-02
-2.488006363488552779e+03 2.489161096976384215e+03 -8.529255496764184841e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.601861679650596670e-02
-2.864941464635581724e+03 1.741347318348956378e+03 -8.184518041383489617e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.604732801600789571e-02
-2.866331300043601459e+03 1.330603285689433960e+03 -7.451980022975300244e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.329924984808315003e-01
-2.682830730249958833e+03 1.578545216551387512e+03 -7.107488707339265943e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.193057828571113532e-02
-2.492420108455184618e+03 1.746678373950069499e+03 -6.693045731311340774e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.912369726526890190e-02
-2.493356655659300941e+03 1.329365753482773925e+03 -5.934316958331596226e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.860395700087451587e-02
-2.859950998045242159e+03 9.958740657623967536e+02 -6.968700996549756610e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.833021415332041215e-03
-2.681183596709038284e+03 8.312071449042988434e+02 -6.038995436316103138e+01 0.000000000000000000e+00 0.000000000000000000e+00 -6.693035815565906432e-03
-2.487576811162449758e+03 9.958349537802985196e+02 -5.451122864607028617e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.857523471861412645e-02
