Enabled	Feature       	ID	x          	y          	z         	i	j	k	Dev From Fit	Device Position  	Probe	Device Name
Checked	primary_5     	1 	-1.4094    	-2,997.2949	4,987.7573	 	 	 	0.0437      	Device Position 1	38.1 	V20003907682
Checked	primary_5     	2 	-1.3737    	-2,997.3095	4,987.8195	 	 	 	0.0308      	Device Position 1	38.1 	V20003907682
Checked	primary_5     	3 	-1.3849    	-2,997.3264	4,987.8021	 	 	 	0.0191      	Device Position 1	38.1 	V20003907682
Checked	primary_5_40  	1 	-3,818.2188	-2,999.0899	3,206.6120	 	 	 	0.0484      	Device Position 1	38.1 	V20003907682
Checked	primary_5_40  	2 	-3,818.1841	-2,999.1381	3,206.5552	 	 	 	0.0350      	Device Position 1	38.1 	V20003907682
Checked	primary_5_40  	3 	-3,818.2106	-2,999.1359	3,206.5671	 	 	 	0.0192      	Device Position 1	38.1 	V20003907682
Checked	primary_5_90_2	1 	-1.3218    	-2,997.5745	4,987.8255	 	 	 	0.0229      	Device Position 1	38.1 	V20003907682
Checked	primary_5_90_2	2 	-1.3519    	-2,997.5766	4,987.8600	 	 	 	0.0229      	Device Position 1	38.1 	V20003907682
