# x y z x_res y_res z_res
2.496209650820596380e+03 2.543898809033773887e+03 -1.062746297879392614e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.096930503674059310e-02
2.496433502121365109e+03 2.543884489143420979e+03 -1.062825173429266670e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.914583945814342769e-02
2.496519160604016179e+03 2.543803202127247914e+03 -1.062832810695426957e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.532468573942139756e-02
2.904568512313865085e+03 2.533768550130960193e+03 -1.222906092099870961e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.970690534933396521e-02
2.904625523551393599e+03 2.533974684107671692e+03 -1.222990728984479460e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.448626651730933190e-02
2.904571657270509604e+03 2.534033048203343697e+03 -1.222984777728046168e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.092543283628003792e-02
2.892766967570216366e+03 2.090714142844733033e+03 -1.099146398700403040e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.675439958826245856e-02
2.892584676398846568e+03 2.090509421690053387e+03 -1.099018232751800355e+02 0.000000000000000000e+00 0.000000000000000000e+00 8.319641191026505567e-02
2.892972746794202521e+03 2.090406427255767994e+03 -1.099160050883487827e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.638287772749151827e-02
2.501537167195182974e+03 2.069811879912547283e+03 -9.362954453049326276e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.513940830153842398e-02
2.501457751026831374e+03 2.069665577948037480e+03 -9.362298543618825875e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.483342123808256474e-02
2.501321713585143698e+03 2.069642985578600474e+03 -9.361731718436705307e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.488052702569802932e-02
2.927047825216830915e+03 1.791951906175983140e+03 -1.046456989939578790e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.512785214709083448e-02
2.926850768248268196e+03 1.791671199583938005e+03 -1.046312194492513328e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.731001927486659042e-04
2.926860440328440745e+03 1.791547098430598226e+03 -1.046290498237326290e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.708461333656032366e-02
2.483186299549290652e+03 1.792009503269207016e+03 -8.659689099263212597e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.524264191521297107e-04
2.483190138352293161e+03 1.792019889142295597e+03 -8.659725580059163974e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.221940408854038651e-02
2.483108730334660777e+03 1.791981915015045843e+03 -8.659339096305494365e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.599514884966879436e-02
2.678172826155116582e+03 1.555900188761145046e+03 -8.953197341833254086e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.033040881743829686e-02
2.678517698715053029e+03 1.555750092589563337e+03 -8.954317929027223499e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.256341297194296658e-02
2.678385553373045695e+03 1.555746508730833739e+03 -8.953776399612137027e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.968661905853764438e-02
2.886705832763954277e+03 1.324482927482361674e+03 -9.437373553576675533e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.476017244058880351e-02
2.886884534114167309e+03 1.324577056377081135e+03 -9.438297197174487962e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.333804700078644601e-02
2.886415650145646850e+03 1.324096543482557081e+03 -9.435511877270280934e+01 0.000000000000000000e+00 0.000000000000000000e+00 -6.773769827202613669e-02
2.495538787421951383e+03 1.314490976064913639e+03 -7.825449459660831053e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.610195224717926976e-02
2.495525269715750255e+03 1.314387611313958359e+03 -7.825236391909920997e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.700308265499472782e-02
2.495387646770431274e+03 1.314216909934451905e+03 -7.824445675720843951e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.696075005025932114e-02
2.898826747812105623e+03 1.040710951785056068e+03 -9.098000930979050338e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.921041474836272300e-02
2.898565387786331030e+03 1.040642862420840402e+03 -9.096771867579747095e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.283988192231390713e-02
2.898665297025141172e+03 1.040768368494038214e+03 -9.097362492952387925e+01 0.000000000000000000e+00 0.000000000000000000e+00 -2.532338132667177888e-02
2.534169402172341051e+03 1.020187460229313956e+03 -7.565612327300395634e+01 0.000000000000000000e+00 0.000000000000000000e+00 -8.358664661140835506e-02
2.535007165522352352e+03 1.020093409457457710e+03 -7.568748229503837877e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.046567382008589675e-01
2.535059116893959981e+03 1.020074126500235366e+03 -7.568926449014257685e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.737953717981667978e-02
2.688500736589390726e+03 8.174485772628778477e+02 -7.961979176714054063e+01 0.000000000000000000e+00 0.000000000000000000e+00 -4.793157846557960511e-02
2.688566097878017899e+03 8.174253021209448207e+02 -7.962225295254894775e+01 0.000000000000000000e+00 0.000000000000000000e+00 -5.292957540673626227e-02
2.688780262781098827e+03 8.175376298722006823e+02 -7.963212581065033646e+01 0.000000000000000000e+00 0.000000000000000000e+00 -3.326825848017733733e-02
2.502509703950631319e+03 5.657747774989391019e+02 -7.017442760607477226e+01 0.000000000000000000e+00 0.000000000000000000e+00 -9.024055179493473133e-02
2.502618561297021188e+03 5.656167304566171197e+02 -7.017757785743989984e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.238549985646102414e-01
2.502933877916245365e+03 5.655916538397648310e+02 -7.018956729965819363e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.308451801420176253e-01
2.875103484186420701e+03 5.610602339556120342e+02 -8.548618396402476094e+01 0.000000000000000000e+00 0.000000000000000000e+00 -7.530538370578199192e-02
