Enabled	Feature      	ID  	x         	y         	z        	i        	j        	k       	Dev From Fit	Device Position  	Probe	Device Name
Checked	M2_Lower_Left	7   	-1,995.172	-5,495.587	2,650.923	-0.221143	-0.951484	0.213949	0.977       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	8   	-1,995.184	-5,495.580	2,650.934	-0.221144	-0.951483	0.213950	0.980       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	9   	-1,995.222	-5,495.576	2,650.930	-0.221147	-0.951483	0.213949	0.978       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	10  	-1,995.141	-5,495.584	2,650.972	-0.221140	-0.951484	0.213953	0.977       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	11  	-1,995.099	-5,495.587	2,651.034	-0.221136	-0.951483	0.213959	0.977       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	12  	-1,995.109	-5,495.590	2,651.023	-0.221137	-0.951483	0.213958	0.972       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	13  	-1,995.106	-5,495.586	2,651.043	-0.221136	-0.951483	0.213960	0.975       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	14  	-1,995.094	-5,495.580	2,651.046	-0.221135	-0.951483	0.213960	0.984       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	15  	-1,995.119	-5,495.584	2,651.019	-0.221138	-0.951483	0.213958	0.977       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	16  	-1,995.114	-5,495.578	2,651.028	-0.221137	-0.951483	0.213959	0.983       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	17  	-1,995.101	-5,495.583	2,651.030	-0.221136	-0.951483	0.213959	0.980       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	18  	-1,995.114	-5,495.578	2,651.020	-0.221137	-0.951483	0.213958	0.983       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	19  	-1,995.104	-5,495.584	2,651.018	-0.221136	-0.951483	0.213958	0.980       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	20  	-1,995.123	-5,495.581	2,651.003	-0.221138	-0.951483	0.213956	0.980       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	21  	-1,995.094	-5,495.586	2,651.029	-0.221135	-0.951483	0.213959	0.980       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	22  	-1,995.123	-5,495.576	2,650.999	-0.221138	-0.951483	0.213956	0.986       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	23  	-1,995.112	-5,495.580	2,651.017	-0.221137	-0.951483	0.213958	0.982       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	24  	-1,995.107	-5,495.579	2,651.030	-0.221136	-0.951483	0.213959	0.983       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	25  	-1,995.113	-5,495.580	2,651.020	-0.221137	-0.951483	0.213958	0.981       	Device Position 1	38.1 	V20003907682
Checked	M2_Lower_Left	26  	-1,995.110	-5,495.584	2,651.013	-0.221137	-0.951483	0.213957	0.979       	Device Position 1	38.1 	V20003907682
