P12V2,-73.0
P12V3,121.0
P12V5,-210.0
P13V1,354.0
P13V2,168.0
P13V3,484.0
P13V4,220.0
P13V5,185.0
P14V1,-195.0
P14V2,-205.0
P14V4,115.0
P14V5,-257.0
P15V1,59.0
P15V2,145.0
P15V3,-257.0
P15V4,-71.0
P15V5,-250.0
P16V1,282.0
P16V2,-104.0
P16V3,-64.0
P16V4,-114.0
P16V5,-78.0
P17V1,-214.0
P17V3,169.0
P17V4,212.0
P17V5,61.0
P18V1,-203.0
P18V3,-336.0
P18V4,-73.0
P18V5,-217.0
P21V2,-76.0
P21V3,225.0
P21V5,159.0
P22V1,109.0
P22V2,158.0
P22V3,215.0
P22V4,130.0
P22V5,109.0
P23V1,187.0
P23V2,85.0
P23V3,128.0
P23V4,276.0
P23V5,104.0
P24V1,85.0
P24V2,289.0
P24V3,171.0
P24V4,129.0
P25V3,61.0
P25V5,-177.0
P26V5,-214.0
P27V1,-136.0
P27V2,-59.0
P27V3,-142.0
P27V5,-151.0
P28V1,-222.0
P28V2,-298.0
P28V4,-101.0
P28V5,-130.0
P29V1,-117.0
P29V2,-242.0
P29V3,178.0
P29V4,-132.0
P29V5,-214.0
P31V2,199.0
P31V3,56.0
P32V1,400.0
P32V2,355.0
P32V4,221.0
P33V1,115.0
P33V2,130.0
P33V4,-116.0
P34V1,146.0
P34V3,135.0
P35V1,139.0
P35V2,289.0
P35V4,101.0
P36V1,-295.0
P36V2,191.0
P36V3,-238.0
P36V4,-81.0
P36V5,-120.0
P37V1,-81.0
P37V2,-167.0
P37V3,-120.0
P37V4,-118.0
P37V5,-186.0
P38V1,227.0
P38V2,69.0
P39V1,221.0
P39V3,123.0
P39V5,-93.0
P41V1,154.0
P41V4,-128.0
P41V5,-66.0
P42V1,140.0
P42V2,237.0
P42V3,100.0
P42V5,64.0
P43V1,-418.0
P43V2,97.0
P43V4,-73.0
P44V1,103.0
P44V2,87.0
P44V3,154.0
P45V1,288.0
P45V3,293.0
P45V4,109.0
P46V2,-133.0
P46V3,-189.0
P46V4,-159.0
P46V5,-367.0
P47V1,80.0
P47V2,-183.0
P47V3,-134.0
P47V4,-118.0
P47V5,-64.0
P48V1,-59.0
P48V2,-62.0
P48V3,-90.0
P48V4,-123.0
P48V5,-218.0
P49V1,94.0
P49V2,-111.0
P49V3,143.0
P49V4,-85.0
P49V5,-253.0
