P12V1,134.0
P12V2,147.0
P12V3,122.0
P12V4,134.0
P12V5,134.0
P14V1,278.0
P14V2,290.0
P14V3,228.0
P14V4,240.0
P14V5,259.0
P15V1,139.0
P15V2,158.0
P15V3,117.0
P15V4,136.0
P15V5,137.0
P16V1,286.0
P16V2,347.0
P16V3,226.0
P16V4,286.0
P16V5,287.0
P17V1,123.0
P17V2,121.0
P22V1,137.0
P22V4,-161.0
P24V1,185.0
P24V2,191.0
P24V3,141.0
P24V4,147.0
P24V5,166.0
P25V1,112.0
P25V2,140.0
P25V4,119.0
P25V5,116.0
P26V1,-200.0
P26V2,-195.0
P26V3,-133.0
P26V4,-127.0
P26V5,-164.0
P31V2,-124.0
P31V4,-118.0
P31V5,-113.0
P36V1,-193.0
P36V2,-189.0
P36V5,-143.0
P43V1,115.0
P44V1,211.0
P44V2,148.0
P46V1,-134.0
P47V1,-150.0
P47V3,-145.0
P47V5,-110.0
