P51V1,-178.0
P51V2,-211.0
P51V3,-151.0
P51V4,-183.0
P51V5,-181.0
P52V1,-167.0
P52V2,-227.0
P52V3,-159.0
P52V4,-219.0
P52V5,-193.0
P55V5,129.0
P56V3,-130.0
P57V1,-184.0
P57V2,-116.0
P57V3,-208.0
P57V4,-140.0
P57V5,-162.0
P58V3,-111.0
P59V1,-236.0
P59V2,-191.0
P59V3,-258.0
P59V4,-213.0
P59V5,-224.0
P61V1,-165.0
P61V2,-219.0
P61V3,-163.0
P61V4,-217.0
P61V5,-191.0
P65V3,159.0
P65V4,153.0
P66V1,-157.0
P66V3,-206.0
P66V4,-155.0
P66V5,-156.0
P68V3,131.0
P68V4,123.0
P68V5,111.0
P71V4,-118.0
P75V1,256.0
P75V2,177.0
P75V3,336.0
P75V4,257.0
P75V5,256.0
P85V1,254.0
P85V2,201.0
P85V3,307.0
P85V4,254.0
P85V5,254.0
P88V1,186.0
P88V2,142.0
P88V3,174.0
P88V4,130.0
P88V5,158.0
P89V1,284.0
P89V2,200.0
P89V3,230.0
P89V4,146.0
P89V5,215.0
P96V1,-195.0
P96V2,-175.0
P96V3,-225.0
P96V4,-206.0
P96V5,-200.0
