P51V1,-201.0
P51V3,-372.0
P51V4,-97.0
P51V5,-92.0
P52V1,-216.0
P52V2,-232.0
P52V3,-228.0
P52V4,-92.0
P52V5,-293.0
P53V1,-100.0
P53V2,-250.0
P53V4,-245.0
P53V5,-240.0
P54V2,-81.0
P54V3,112.0
P55V2,-109.0
P55V4,75.0
P56V1,-202.0
P56V5,-95.0
P57V1,-384.0
P57V2,-304.0
P57V3,-520.0
P57V4,-259.0
P57V5,-496.0
P58V1,-364.0
P58V2,-331.0
P58V3,-319.0
P58V4,-319.0
P58V5,-284.0
P59V1,-397.0
P59V2,-370.0
P59V3,-250.0
P59V4,-344.0
P59V5,-365.0
P61V1,-348.0
P61V3,-209.0
P61V4,-76.0
P61V5,-270.0
P62V1,-357.0
P62V2,-144.0
P62V3,-226.0
P62V4,-400.0
P62V5,-624.0
P63V1,-108.0
P63V2,-156.0
P63V3,-177.0
P63V5,-171.0
P65V1,119.0
P66V1,-229.0
P66V2,-89.0
P66V5,-139.0
P67V1,-249.0
P67V2,-199.0
P67V3,-313.0
P67V5,-229.0
P68V1,-167.0
P68V2,-326.0
P68V3,-288.0
P68V4,-354.0
P68V5,-311.0
P69V1,-85.0
P69V2,-581.0
P69V3,-263.0
P69V4,-259.0
P69V5,-424.0
P71V1,-323.0
P71V2,-221.0
P71V3,-202.0
P71V4,-344.0
P71V5,-159.0
P72V1,-181.0
P72V2,-236.0
P72V3,-194.0
P72V4,-263.0
P72V5,-232.0
P73V1,-134.0
P73V2,-127.0
P73V3,92.0
P73V5,-103.0
P74V4,174.0
P75V1,94.0
P75V2,91.0
P75V3,258.0
P75V4,94.0
P75V5,-103.0
P76V3,282.0
P76V4,213.0
P77V1,-288.0
P77V2,-72.0
P77V3,-75.0
P78V1,-87.0
P78V2,-124.0
P78V4,-238.0
P78V5,-125.0
P79V1,-264.0
P79V2,-226.0
P79V3,-369.0
P79V4,157.0
P79V5,-203.0
P82V1,-88.0
P82V2,-173.0
P82V3,100.0
P82V4,-434.0
P82V5,-240.0
P83V1,231.0
P83V2,200.0
P83V3,289.0
P83V4,132.0
P83V5,143.0
P84V1,310.0
P84V2,260.0
P84V3,243.0
P84V4,360.0
P84V5,260.0
P85V1,469.0
P85V2,419.0
P85V3,255.0
P85V4,245.0
P85V5,320.0
P86V1,278.0
P86V2,386.0
P86V3,527.0
P86V4,368.0
P86V5,503.0
P87V1,127.0
P87V2,89.0
P87V3,228.0
P87V4,344.0
P87V5,128.0
P88V2,205.0
P88V3,263.0
P88V4,135.0
P88V5,251.0
P93V1,609.0
P93V2,253.0
P93V3,242.0
P93V4,208.0
P93V5,212.0
P94V1,456.0
P94V2,426.0
P94V3,497.0
P94V4,390.0
P94V5,330.0
P95V1,298.0
P95V2,265.0
P95V3,225.0
P95V4,262.0
P95V5,304.0
P96V1,289.0
P96V2,348.0
P96V3,90.0
P96V4,356.0
P96V5,189.0
P97V1,239.0
P97V2,389.0
P97V3,456.0
P97V4,240.0
P97V5,254.0
