P13V2,88.0
P13V3,-120.0
P13V4,-78.0
P14V1,169.0
P14V2,-474.0
P14V3,384.0
P14V4,-62.0
P15V4,125.0
P16V2,134.0
P16V4,167.0
P16V5,99.0
P17V3,-160.0
P17V4,-140.0
P17V5,-109.0
P22V1,-97.0
P22V2,-146.0
P22V4,-170.0
P22V5,-134.0
P24V3,-61.0
P25V5,-69.0
P26V3,-160.0
P26V4,-95.0
P26V5,-97.0
P27V3,-95.0
P27V4,-80.0
P27V5,-67.0
P28V1,-97.0
P28V2,-96.0
P28V3,-97.0
P31V2,296.0
P31V3,90.0
P31V5,-68.0
P32V1,-129.0
P32V3,-145.0
P32V4,-89.0
P32V5,-78.0
P33V1,-119.0
P33V2,-171.0
P33V4,-123.0
P33V5,-153.0
P34V3,-80.0
P34V4,-127.0
P35V4,-72.0
P35V5,-104.0
P36V1,-98.0
P36V2,-80.0
P37V1,67.0
P37V2,-102.0
P37V3,82.0
P37V5,-138.0
P38V4,-73.0
P39V1,-106.0
P39V2,-109.0
P39V5,-216.0
P41V1,231.0
P41V2,240.0
P41V3,120.0
P41V4,292.0
P41V5,190.0
P42V3,-150.0
P42V5,-70.0
P43V1,-213.0
P43V2,-194.0
P43V3,-75.0
P43V5,-277.0
P44V4,-97.0
P46V1,117.0
P46V2,120.0
P46V4,85.0
P47V1,124.0
P47V2,141.0
P47V3,92.0
P47V4,151.0
P48V1,-73.0
P48V3,-67.0
P49V3,110.0
P49V5,-72.0
