P12V1,174.0
P12V2,244.0
P12V3,69.0
P12V4,237.0
P13V2,-89.0
P13V3,-166.0
P13V5,-137.0
P14V1,78.0
P14V3,-113.0
P14V4,-161.0
P15V1,-78.0
P15V2,-161.0
P15V4,-72.0
P15V5,-115.0
P16V1,-183.0
P16V2,-205.0
P16V3,-164.0
P16V4,-146.0
P16V5,-239.0
P17V2,-126.0
P17V3,-304.0
P17V4,-2081.0
P17V5,-243.0
P18V1,162.0
P18V3,286.0
P18V4,-86.0
P21V1,299.0
P21V2,214.0
P21V3,221.0
P21V4,133.0
P22V2,204.0
P22V4,164.0
P23V3,-145.0
P23V4,-141.0
P23V5,-200.0
P24V1,-142.0
P24V2,-323.0
P24V3,-157.0
P24V4,-211.0
P24V5,-198.0
P26V3,-131.0
P26V4,-178.0
P26V5,-101.0
P27V1,-157.0
P27V3,-126.0
P27V4,-209.0
P27V5,-176.0
P28V3,-120.0
P28V4,-175.0
P28V5,-150.0
P29V1,88.0
P29V2,156.0
P29V4,132.0
P29V5,116.0
P31V1,308.0
P31V2,233.0
P31V3,188.0
P31V4,224.0
P31V5,141.0
P32V3,207.0
P32V4,62.0
P32V5,100.0
P33V1,-75.0
P33V2,117.0
P33V3,107.0
P33V4,145.0
P34V1,-135.0
P34V5,-71.0
P35V1,-89.0
P35V2,-142.0
P35V5,-138.0
P36V1,119.0
P36V2,-159.0
P36V3,100.0
P37V1,-76.0
P37V3,-120.0
P37V4,-125.0
P37V5,-110.0
P38V1,-154.0
P38V2,-153.0
P38V4,-69.0
P38V5,-61.0
P39V2,134.0
P39V5,119.0
P41V1,157.0
P41V3,146.0
P41V4,85.0
P41V5,158.0
P42V1,114.0
P42V4,172.0
P43V4,295.0
P43V5,-114.0
P44V1,-188.0
P44V2,-85.0
P44V4,171.0
P45V1,-163.0
P45V3,-192.0
P46V2,-117.0
P47V3,134.0
P48V2,86.0
P49V2,289.0
P49V4,90.0
P49V5,131.0
