CODE1,-3644.383,-48.209,3969.855,0.015,0.038,0.038,0.000
CODE3,-3438.683,-873.050,121.329,0.029,0.033,0.019,0.000
CODE4,-280.330,3565.083,4793.314,0.315,0.202,0.578,0.000
CODE5,-2146.688,5225.364,3922.463,0.049,0.038,0.094,0.000
CODE6,-4023.362,6868.140,3141.553,0.037,0.041,0.061,0.000
CODE7,-1208.221,6311.116,3966.340,0.200,0.051,0.315,0.000
CODE9,-187.703,3828.999,-3379.204,0.086,0.056,0.062,0.000
CODE11,-2105.688,5522.504,-4263.150,0.047,0.112,0.147,0.000
CODE12,-1962.740,-1193.442,-2383.150,0.014,0.032,0.017,0.000
CODE13,-4437.390,347.840,2961.661,0.022,0.030,0.028,0.000
CODE16,-6408.388,5493.083,1428.811,0.024,0.022,0.026,0.000
CODE17,-6290.807,5649.991,1210.794,0.027,0.036,0.025,0.000
CODE18,-6348.311,5610.049,1232.650,0.026,0.022,0.029,0.000
CODE21,-5119.865,4706.922,-3368.457,0.029,0.018,0.015,0.000
CODE25,-3774.770,-848.031,2701.538,0.014,0.038,0.026,0.000
CODE26,-2731.925,-1594.879,-1071.898,0.013,0.035,0.014,0.000
CODE28,-4226.688,265.277,2817.865,0.013,0.040,0.027,0.000
CODE29,-6271.863,5606.160,1228.969,0.064,0.050,0.056,0.000
CODE30,-5061.932,4715.728,-3326.099,0.045,0.024,0.016,0.000
CODE31,-3016.956,-627.736,-1737.255,0.023,0.129,0.045,0.000
CODE35,-588.199,47.894,3380.444,0.211,0.335,0.433,0.000
CODE36,-588.038,74.435,3404.016,0.114,0.172,0.120,0.000
CODE39,423.412,-669.382,-388.166,0.150,0.210,0.067,0.000
CODE40,405.344,-687.702,-364.833,0.072,0.077,0.072,0.000
CODE50,1072.036,4572.265,4243.342,0.486,0.160,0.597,0.000
CODE51,-3132.362,-613.920,-1961.350,0.018,0.029,0.013,0.000
CODE52,-3365.241,-95.874,-1051.650,0.010,0.026,0.010,0.000
CODE53,-3698.088,1097.240,-2162.565,0.012,0.021,0.009,0.000
CODE54,-4166.657,495.054,1978.350,0.010,0.026,0.021,0.000
CODE55,1398.018,4949.086,4018.017,0.235,0.074,0.258,0.000
CODE56,2907.757,3789.059,-1718.084,0.250,0.095,0.046,0.000
CODE57,220.879,-868.482,-2369.673,0.038,0.046,0.062,0.000
CODE58,-4493.916,7170.269,-3514.173,0.058,0.091,0.065,0.000
CODE61,-5372.131,4649.616,-1268.584,0.018,0.014,0.012,0.000
CODE62,-4378.416,887.958,2541.552,0.011,0.025,0.024,0.000
CODE63,-4908.150,2069.119,2192.906,0.012,0.020,0.024,0.000
CODE64,-3893.012,515.051,211.141,0.010,0.024,0.014,0.000
CODE65,-5108.504,4499.281,-2498.140,0.018,0.015,0.010,0.000
CODE66,-4540.572,3619.670,-3400.718,0.017,0.017,0.012,0.000
CODE67,-5921.635,5109.846,528.387,0.019,0.014,0.019,0.000
CODE68,-5803.311,4439.900,1489.004,0.017,0.015,0.023,0.000
CODE70,-2793.219,-2070.841,1098.586,0.225,0.988,0.249,0.000
CODE75,2215.934,5423.191,2141.126,0.184,0.047,0.123,0.000
CODE97,346.183,-1871.832,398.009,0.053,0.083,0.025,0.000
CODE98,-348.249,-1393.156,2949.807,0.073,0.126,0.059,0.000
CODE99,-657.776,-1754.103,1613.850,0.028,0.049,0.022,0.000
CODE100,-3259.511,1530.902,4337.530,0.018,0.031,0.047,0.000
CODE101,-4031.829,3036.300,3840.540,0.015,0.022,0.038,0.000
